# jday tsi_1auinstrument_accuracy_1au instrument_precision_1au solar_standard_deviation_1au measurement_uncertainty_1au tsi_true_earth instrument_accuracy_true_earth instrument_precision_true_earth solar_standard_deviation_true_earth measurement_uncertainty_true_earth avg_measurement_date std_dev_measurement_date
# EPOCH_J2000_0+12hWm-2 Wm-2 Wm-2 Wm-2 Wm-2 Wm-2 Wm-2 Wm-2 Wm-2 Wm-2 sorce_julian_date days
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.215500000000000000e+03 1.361655700000000024e+03 5.767999999999999794e-01 6.799999999999999621e-03 9.805999999999999439e-02 5.850999999999999535e-01 1.363539600000000064e+03 5.776000000000000023e-01 6.799999999999999621e-03 3.045999999999999819e-01 6.530000000000000249e-01 2.456748972122999839e+06 2.788999999999999813e-01
5.203000000000000000e+03 1.361655700000000024e+03 5.767999999999999794e-01 6.799999999999999621e-03 9.805999999999999439e-02 5.850999999999999535e-01 1.363539600000000064e+03 5.776000000000000023e-01 6.799999999999999621e-03 3.045999999999999819e-01 6.530000000000000249e-01 2.456748972122999839e+06 2.788999999999999813e-01
5.204000000000000000e+03 1.361526000000000067e+03 5.766999999999999904e-01 6.799999999999999621e-03 8.268000000000000349e-02 5.826000000000000068e-01 1.362682299999999941e+03 5.772000000000000464e-01 6.799999999999999621e-03 3.194000000000000172e-01 6.596999999999999531e-01 2.456749910589000210e+06 3.190000000000000058e-01
5.205000000000000000e+03 1.361278499999999894e+03 5.766000000000000014e-01 6.799999999999999621e-03 7.104000000000000592e-02 5.809999999999999609e-01 1.361645500000000084e+03 5.767999999999999794e-01 6.799999999999999621e-03 2.932000000000000162e-01 6.470000000000000195e-01 2.456750933575000148e+06 3.044000000000000039e-01
5.206000000000000000e+03 1.361166799999999967e+03 5.766000000000000014e-01 6.799999999999999621e-03 4.800000000000000100e-02 5.786000000000000032e-01 1.360683600000000069e+03 5.764000000000000234e-01 6.799999999999999621e-03 2.429999999999999938e-01 6.254999999999999449e-01 2.456752040798999835e+06 3.125999999999999890e-01
5.207000000000000000e+03 1.361362300000000005e+03 5.766999999999999904e-01 6.799999999999999621e-03 8.944000000000000561e-02 5.836000000000000076e-01 1.360148699999999963e+03 5.762000000000000455e-01 6.799999999999999621e-03 1.502999999999999892e-01 5.954000000000000403e-01 2.456752995422000065e+06 2.943000000000000060e-01
5.208000000000000000e+03 1.361550099999999929e+03 5.767999999999999794e-01 6.799999999999999621e-03 7.377999999999999836e-02 5.815000000000000169e-01 1.359620400000000018e+03 5.758999999999999675e-01 6.799999999999999621e-03 1.836000000000000132e-01 6.045000000000000373e-01 2.456753934100999963e+06 3.024999999999999911e-01
5.209000000000000000e+03 1.361673199999999952e+03 5.767999999999999794e-01 6.799999999999999621e-03 5.399000000000000327e-02 5.793000000000000371e-01 1.358932199999999966e+03 5.756000000000000005e-01 6.799999999999999621e-03 2.412999999999999867e-01 6.241999999999999771e-01 2.456755000212999992e+06 3.134000000000000119e-01
5.210000000000000000e+03 1.361634399999999914e+03 5.767999999999999794e-01 6.799999999999999621e-03 4.911000000000000087e-02 5.788999999999999702e-01 1.358238000000000056e+03 5.753000000000000336e-01 6.799999999999999621e-03 2.245000000000000051e-01 6.176000000000000378e-01 2.456755863524999935e+06 2.987000000000000210e-01
5.211000000000000000e+03 1.361717699999999923e+03 5.769999999999999574e-01 6.799999999999999621e-03 4.782000000000000139e-02 5.788999999999999702e-01 1.357561300000000074e+03 5.752000000000000446e-01 6.799999999999999621e-03 2.273000000000000020e-01 6.185000000000000497e-01 2.456756865687000100e+06 3.197999999999999732e-01
5.212000000000000000e+03 1.361801999999999907e+03 5.769999999999999574e-01 6.799999999999999621e-03 4.580000000000000043e-02 5.787999999999999812e-01 1.356873700000000099e+03 5.748999999999999666e-01 6.799999999999999621e-03 1.988000000000000045e-01 6.082999999999999519e-01 2.456757884438999929e+06 2.656999999999999917e-01
5.213000000000000000e+03 1.361671800000000076e+03 5.768999999999999684e-01 6.799999999999999621e-03 6.395000000000000684e-02 5.805000000000000160e-01 1.355927400000000034e+03 5.745000000000000107e-01 6.799999999999999621e-03 2.366999999999999937e-01 6.212999999999999634e-01 2.456758963541000150e+06 2.459999999999999964e-01
5.934000000000000000e+03 1.361010999999999967e+03 5.843000000000000416e-01 6.799999999999999621e-03 4.816999999999999754e-02 5.863000000000000433e-01 1.362471399999999903e+03 5.848999999999999755e-01 6.799999999999999621e-03 2.197000000000000064e-01 6.248000000000000220e-01 2.457480056878000032e+06 2.781000000000000139e-01
6.180000000000000000e+03 1.360805100000000039e+03 5.980999999999999650e-01 6.799999999999999621e-03 5.696999999999999981e-02 6.008000000000000007e-01 1.400602499999999964e+03 6.156000000000000361e-01 6.799999999999999621e-03 1.170000000000000068e-01 6.266000000000000458e-01 2.457725954741000198e+06 2.883000000000000007e-01
5.179000000000000000e+03 1.361955500000000029e+03 5.766999999999999904e-01 6.799999999999999621e-03 6.832000000000000572e-02 5.806999999999999940e-01 1.382223500000000058e+03 5.852000000000000535e-01 6.799999999999999621e-03 2.590000000000000080e-01 6.400000000000000133e-01 2.456725021976000164e+06 2.977000000000000202e-01
5.180000000000000000e+03 1.361783799999999928e+03 5.766000000000000014e-01 6.799999999999999621e-03 7.414999999999999369e-02 5.813000000000000389e-01 1.381393800000000056e+03 5.848999999999999755e-01 6.799999999999999621e-03 2.615999999999999992e-01 6.407000000000000473e-01 2.456725948123999871e+06 2.821000000000000174e-01
5.181000000000000000e+03 1.361610100000000102e+03 5.765000000000000124e-01 6.799999999999999621e-03 8.243999999999999939e-02 5.824000000000000288e-01 1.380534699999999930e+03 5.845000000000000195e-01 6.799999999999999621e-03 2.260000000000000064e-01 6.267000000000000348e-01 2.456726905869999900e+06 2.273000000000000020e-01
5.182000000000000000e+03 1.361377099999999928e+03 5.764000000000000234e-01 6.799999999999999621e-03 6.729000000000000259e-02 5.803000000000000380e-01 1.379555499999999938e+03 5.840999999999999526e-01 6.799999999999999621e-03 2.404999999999999916e-01 6.317000000000000393e-01 2.456727938982000109e+06 2.626999999999999891e-01
5.183000000000000000e+03 1.361252099999999928e+03 5.765000000000000124e-01 6.799999999999999621e-03 5.689999999999999919e-02 5.793000000000000371e-01 1.378780600000000049e+03 5.838999999999999746e-01 6.799999999999999621e-03 2.457000000000000017e-01 6.334999999999999520e-01 2.456728832651000004e+06 3.120999999999999885e-01
5.184000000000000000e+03 1.361251999999999953e+03 5.765000000000000124e-01 6.799999999999999621e-03 5.802000000000000213e-02 5.794000000000000261e-01 1.377942900000000009e+03 5.836000000000000076e-01 6.799999999999999621e-03 1.839000000000000079e-01 6.118000000000000105e-01 2.456729976648000069e+06 2.695000000000000173e-01
5.185000000000000000e+03 1.361377799999999979e+03 5.765000000000000124e-01 6.799999999999999621e-03 6.144999999999999768e-02 5.797999999999999821e-01 1.377387099999999919e+03 5.833000000000000407e-01 6.799999999999999621e-03 1.691999999999999893e-01 6.074000000000000510e-01 2.456730900481999852e+06 2.538000000000000256e-01
5.186000000000000000e+03 1.361535900000000083e+03 5.766000000000000014e-01 6.799999999999999621e-03 6.940000000000000335e-02 5.807999999999999829e-01 1.376763300000000072e+03 5.830999999999999517e-01 6.799999999999999621e-03 1.927999999999999992e-01 6.140999999999999792e-01 2.456731950155000202e+06 3.120999999999999885e-01
5.187000000000000000e+03 1.361605000000000018e+03 5.766000000000000014e-01 6.799999999999999621e-03 5.011999999999999789e-02 5.787999999999999812e-01 1.376100100000000111e+03 5.827999999999999847e-01 6.799999999999999621e-03 2.338000000000000078e-01 6.279000000000000137e-01 2.456732922493000049e+06 3.197999999999999732e-01
5.188000000000000000e+03 1.361635700000000043e+03 5.766999999999999904e-01 6.799999999999999621e-03 9.292999999999999872e-02 5.840999999999999526e-01 1.375421299999999974e+03 5.825000000000000178e-01 6.799999999999999621e-03 1.552999999999999936e-01 6.028000000000000025e-01 2.456733855814000126e+06 2.868999999999999884e-01
5.189000000000000000e+03 1.361765599999999949e+03 5.766999999999999904e-01 6.799999999999999621e-03 4.954999999999999682e-02 5.787999999999999812e-01 1.374739199999999983e+03 5.822000000000000508e-01 6.799999999999999621e-03 2.144000000000000072e-01 6.203999999999999515e-01 2.456734915498000104e+06 2.587999999999999745e-01
5.190000000000000000e+03 1.361773899999999912e+03 5.766999999999999904e-01 6.799999999999999621e-03 4.712000000000000216e-02 5.786000000000000032e-01 1.374057099999999991e+03 5.818999999999999728e-01 6.799999999999999621e-03 2.978000000000000091e-01 6.536999999999999478e-01 2.456735807502000127e+06 3.493999999999999884e-01
5.191000000000000000e+03 1.361614600000000110e+03 5.766000000000000014e-01 6.799999999999999621e-03 3.524000000000000049e-02 5.776999999999999913e-01 1.372681800000000067e+03 5.813000000000000389e-01 6.799999999999999621e-03 7.802000000000000601e-02 5.865000000000000213e-01 2.456737362846999895e+06 8.500000000000000611e-02
5.192000000000000000e+03 1.361675600000000031e+03 5.766999999999999904e-01 6.799999999999999621e-03 5.748000000000000331e-02 5.795000000000000151e-01 1.372267399999999952e+03 5.812000000000000499e-01 6.799999999999999621e-03 2.061999999999999944e-01 6.166000000000000369e-01 2.456737967445999850e+06 2.822999999999999954e-01
