MeasurementMode,DateTimeLocal,DateTimeUTC,DateTimeUTCISO,Millisecond (ms),EsRoll (?),EsPitch (?),Es305 (?W/(cm? nm)),Es340 (?W/(cm? nm)),Es380 (?W/(cm? nm)),Es412 (?W/(cm? nm)),Es443 (?W/(cm? nm)),Es510 (?W/(cm? nm)),Es610 (?W/(cm? nm)),Es625 (?W/(cm? nm)),Es665 (?W/(cm? nm)),Es694 (?W/(cm? nm)),Es750 (?W/(cm? nm)),Es765 (?W/(cm? nm)),Es875 (?W/(cm? nm)),Es940 (?W/(cm? nm)),Es1020 (?W/(cm? nm)),Es1245 (?W/(cm? nm)),Es1550 (?W/(cm? nm)),Es1640 (?W/(cm? nm)),Es0 (?W/(cm? nm)),EsTemp (?C),BioShadeAngle (?),BioShadeMode,SolarAzimuthAngle (?),SolarZenithAngle (?),Es305_corr (?W/(cm? nm))
"3",06/02/2018 15:00:00,"2018-06-02 15:00:00","2018-06-02 15:00:00.922",922,-1.817544,0.2795763,4.799815,55.33632,71.0699,124.7638,140.5054,158.3427,135.3716,134.1251,130.9667,115.1896,109.8045,70.91277,80.62545,32.33529,60.81135,38.69255,23.93641,19.47947,2716.22,39.79682,0.590625,"Z",282.8225,68.503,4.056908
"3",06/02/2018 15:00:00,"2018-06-02 15:00:00","2018-06-02 15:00:00.983",983,-2.027343,0.4193665,4.8043,55.34559,71.07758,124.765,140.5301,158.3873,135.399,134.152,130.9939,115.211,109.8263,70.93012,80.65173,32.34135,60.82427,38.70197,23.94467,19.48467,2716.941,39.80687,0.590625,"Z",282.8225,68.503,4.060699
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.048",48,-1.957407,0.3494712,4.802814,55.37411,71.12275,124.8486,140.6348,158.4871,135.4967,134.2457,131.0883,115.2935,109.9101,70.9814,80.69981,32.36805,60.87101,38.73203,23.96276,19.50001,2718.342,39.78737,0.590625,"Z",282.8225,68.503,4.059443
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.114",114,-2.027343,0.4892626,4.800841,55.36602,71.10833,124.7801,140.5669,158.4374,135.4506,134.2011,131.0423,115.252,109.875,70.95547,80.67228,32.35448,60.85333,38.71839,23.95368,19.49406,2717.246,39.80659,0.590625,"Z",282.8225,68.503,4.057775
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.179",179,-1.957407,0.6989553,4.80681,55.39755,71.15134,124.9385,140.6836,158.5755,135.5712,134.3172,131.1568,115.355,109.9638,71.01727,80.74294,32.381,60.90183,38.75302,23.97367,19.51137,2719.723,39.82478,0.590625,"Z",282.8225,68.503,4.06282
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.245",245,-1.677691,0.8387555,4.805518,55.39839,71.15662,124.9568,140.7098,158.597,135.5767,134.3301,131.1587,115.3635,109.9727,71.02179,80.75237,32.38334,60.90723,38.75563,23.98008,19.51287,2720.168,39.81861,0.590625,"Z",282.8246,68.50648,4.061497
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.308",308,-2.027343,0.8387555,4.806874,55.42037,71.19591,124.9785,140.7731,158.6581,135.6572,134.4007,131.2383,115.4201,110.0344,71.06576,80.78916,32.40396,60.94991,38.78282,23.99309,19.52678,2720.969,39.80894,0.590625,"Z",282.8246,68.50648,4.062642
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.376",376,-2.097282,0.8387555,4.808601,55.4205,71.18355,124.9919,140.7551,158.6896,135.6498,134.4076,131.2382,115.429,110.052,71.058,80.80444,32.40207,60.94632,38.7817,23.99209,19.52628,2722.321,39.81453,0.590625,"Z",282.8246,68.50648,4.064102
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.444",444,-1.957407,0.9086576,4.808428,55.44075,71.21385,125.0742,140.8303,158.7562,135.7221,134.4683,131.3067,115.4859,110.1053,71.10122,80.83807,32.4204,60.97845,38.80337,24.00548,19.53722,2723.204,39.80386,0.590625,"Z",282.8246,68.50648,4.063956
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.505",505,-2.027343,1.118372,4.807685,55.45174,71.243,125.0621,140.9049,158.7831,135.7674,134.5024,131.346,115.5109,110.1267,71.11946,80.86097,32.43296,61.00013,38.81654,24.01485,19.54418,2723.545,39.80715,0.590625,"Z",282.8246,68.50648,4.063328
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.572",572,-1.887474,1.18828,4.809739,55.46877,71.2569,125.122,140.9273,158.8482,135.8008,134.5409,131.3825,115.5509,110.1657,71.13881,80.8868,32.44161,61.01741,38.82724,24.02259,19.54954,2723.945,39.80888,0.590625,"Z",282.8246,68.50648,4.065064
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.637",637,-1.957407,1.25819,4.809611,55.46941,71.25891,125.1167,140.9058,158.8403,135.8024,134.543,131.385,115.5468,110.1675,71.13623,80.88808,32.44407,61.02041,38.82959,24.02055,19.55035,2724.216,39.80248,0.590625,"Z",282.8246,68.50648,4.064956
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.704",704,-2.307119,1.25819,4.812532,55.49364,71.29877,125.1812,141.0027,158.9456,135.8843,134.6316,131.468,115.6217,110.2364,71.18053,80.94202,32.46219,61.05723,38.85306,24.03807,19.56185,2726.424,39.81519,0.590625,"Z",282.8246,68.50648,4.067425
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.768",768,-2.307119,1.25819,4.814754,55.5197,71.33942,125.2613,141.0744,159.0449,135.9686,134.7094,131.5464,115.6957,110.3136,71.23043,80.99917,32.48753,61.10373,38.88338,24.05166,19.57709,2728.077,39.79341,0.590625,"Z",282.8246,68.50648,4.069302
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.834",834,-2.027343,1.328101,4.816471,55.52316,71.3434,125.2757,141.106,159.0552,135.9925,134.7367,131.5697,115.7149,110.3079,71.23816,80.99905,32.48769,61.09826,38.87983,24.05566,19.57689,2728.657,39.79992,0.590625,"Z",282.8246,68.50648,4.070754
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.897",897,-2.23717,1.398015,4.816776,55.54446,71.37533,125.3409,141.1874,159.1548,136.0603,134.8019,131.6306,115.7684,110.3764,71.27325,81.04669,32.51087,61.13786,38.90639,24.06927,19.59083,2729.458,39.8115,0.590625,"Z",282.8246,68.50648,4.071011
"3",06/02/2018 15:00:01,"2018-06-02 15:00:01","2018-06-02 15:00:01.968",968,-2.027343,1.537848,4.815635,55.54908,71.37843,125.3474,141.1773,159.1634,136.0673,134.7971,131.6296,115.7648,110.3799,71.27052,81.05178,32.50648,61.13532,38.90474,24.06963,19.58854,2729.835,39.81015,0.590625,"Z",282.8246,68.50648,4.070047
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.030",30,-2.097282,1.46793,4.815004,55.55548,71.39027,125.3571,141.2058,159.1887,136.1033,134.8364,131.6625,115.7961,110.3983,71.29617,81.06582,32.5214,61.15229,38.91543,24.07817,19.59555,2730.436,39.79359,0.590625,"Z",282.8246,68.50648,4.069514
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.099",99,-2.307119,1.398015,4.816606,55.58195,71.437,125.4629,141.3087,159.2817,136.1799,134.91,131.7384,115.8667,110.4711,71.33431,81.11617,32.54835,61.19336,38.94256,24.09334,19.60847,2731.599,39.81819,0.590625,"Z",282.8246,68.50648,4.070868
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.164",164,-2.027343,1.46793,4.819394,55.58862,71.44263,125.4518,141.3327,159.3239,136.2187,134.9598,131.7887,115.9056,110.4942,71.3607,81.13527,32.55681,61.20836,38.95222,24.10271,19.61411,2732.946,39.81985,0.590625,"Z",282.8246,68.50648,4.073224
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.223",223,-2.027343,1.537848,4.820086,55.60215,71.46919,125.5104,141.3793,159.3872,136.2714,135.0087,131.8324,115.9443,110.5343,71.38409,81.17309,32.57112,61.23239,38.96598,24.10827,19.62164,2733.74,39.82143,0.590625,"Z",282.8246,68.50648,4.073809
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.291",291,-2.167225,1.607768,4.820801,55.61228,71.48186,125.5262,141.409,159.4266,136.2989,135.0393,131.869,115.9744,110.5646,71.39976,81.18671,32.58025,61.24554,38.97615,24.11598,19.62679,2734.241,39.82374,0.590625,"Z",282.8268,68.50998,4.07418
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.354",354,-2.027343,1.537848,4.821348,55.61919,71.49477,125.5577,141.4454,159.4426,136.3196,135.0593,131.8805,115.989,110.5801,71.41132,81.1954,32.5835,61.25701,38.98256,24.12038,19.63006,2734.362,39.81734,0.590625,"Z",282.8268,68.50998,4.074643
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.423",423,-2.167225,1.46793,4.822354,55.62428,71.49203,125.5631,141.4725,159.479,136.3336,135.0726,131.9062,116.012,110.5956,71.41794,81.21547,32.58688,61.26075,38.98655,24.12614,19.63145,2735.688,39.81689,0.590625,"Z",282.8268,68.50998,4.075493
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.491",491,-2.23717,1.607768,4.825338,55.6399,71.51863,125.5824,141.4999,159.5136,136.3763,135.1196,131.9344,116.0381,110.631,71.43729,81.23361,32.59636,61.28196,39.00088,24.13014,19.63896,2735.571,39.83411,0.590625,"Z",282.8268,68.50998,4.078015
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.554",554,-1.817544,1.607768,4.823573,55.65461,71.54863,125.6638,141.5586,159.5851,136.4662,135.203,132.0196,116.1198,110.6826,71.48528,81.26482,32.61763,61.31909,39.02184,24.14749,19.6521,2737.848,39.81668,0.590625,"Z",282.8268,68.50998,4.076522
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.619",619,-2.027343,1.537848,4.824831,55.6665,71.56148,125.6824,141.6009,159.6273,136.4715,135.2075,132.0227,116.114,110.7067,71.48475,81.28931,32.62038,61.32305,39.02699,24.14627,19.65281,2737.352,39.81166,0.590625,"Z",282.8268,68.50998,4.077586
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.685",685,-2.167225,1.537848,4.823447,55.64494,71.53055,125.612,141.5275,159.5486,136.4016,135.1406,131.964,116.067,110.6376,71.45427,81.23933,32.60462,61.2896,39.00351,24.13703,19.64235,2736.665,39.80138,0.590625,"Z",282.8268,68.50998,4.076416
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.755",755,-1.887474,1.46793,4.825802,55.66245,71.56161,125.6749,141.5964,159.6055,136.4559,135.1958,132.0103,116.0997,110.6961,71.47343,81.2804,32.62033,61.31618,39.02471,24.14382,19.64986,2736.679,39.82576,0.590625,"Z",282.8268,68.50998,4.078407
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.816",816,-1.957407,1.398015,4.825755,55.66537,71.55968,125.7084,141.6167,159.6261,136.4801,135.2188,132.0303,116.1192,110.7067,71.48595,81.28606,32.62565,61.32471,39.02871,24.14772,19.6531,2737.608,39.82423,0.590625,"Z",282.8268,68.50998,4.078366
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.881",881,-1.887474,1.46793,4.825755,55.66803,71.56208,125.6788,141.6064,159.6336,136.4768,135.2156,132.0342,116.1243,110.7122,71.49087,81.2887,32.62786,61.32448,39.02971,24.15132,19.65445,2737.858,39.81776,0.590625,"Z",282.8268,68.50998,4.078366
"3",06/02/2018 15:00:02,"2018-06-02 15:00:02","2018-06-02 15:00:02.946",946,-1.747616,1.398015,4.823633,55.66037,71.5638,125.68,141.5882,159.6255,136.465,135.1999,132.0197,116.1111,110.6903,71.48343,81.28065,32.62474,61.31726,39.02326,24.14613,19.65187,2737.357,39.80693,0.590625,"Z",282.8268,68.50998,4.076573
"3",06/02/2018 15:00:03,"2018-06-02 15:00:03","2018-06-02 15:00:03.015",15,-2.027343,1.398015,4.828639,55.66932,71.57146,125.7224,141.6358,159.6552,136.5033,135.2393,132.0567,116.148,110.7248,71.50192,81.30295,32.63995,61.33805,39.03515,24.15522,19.65811,2738.426,39.83178,0.590625,"Z",282.8268,68.50998,4.080804
"3",06/02/2018 15:00:03,"2018-06-02 15:00:03","2018-06-02 15:00:03.077",77,-1.957407,1.25819,4.824191,55.67735,71.58224,125.7669,141.6802,159.6942,136.5323,135.2666,132.0894,116.174,110.7488,71.51555,81.32034,32.65144,61.3472,39.04412,24.15992,19.66239,2738.562,39.79173,0.590625,"Z",282.8268,68.50998,4.077044
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.309",309,-1.677691,-1.328101,4.800933,55.35555,71.1174,124.8566,140.6366,158.5286,135.5522,134.2991,131.137,115.3423,109.9615,71.00873,80.74028,32.43036,60.89904,38.75045,23.97418,19.51221,2719.786,39.83527,1.996875,"T",282.833,68.52006,4.800933
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.370",370,-1.607768,-1.328101,4.799481,55.33961,71.08498,124.8036,140.573,158.4514,135.4768,134.2243,131.0709,115.2871,109.8983,70.97001,80.69637,32.41323,60.86998,38.72858,23.96481,19.50174,2718,39.84288,2.348438,"T",282.833,68.52006,4.799481
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.442",442,-1.607768,-1.328101,4.801132,55.3433,71.08103,124.8225,140.5711,158.4587,135.4794,134.2289,131.0719,115.2915,109.9016,70.97374,80.69965,32.4146,60.87582,38.73075,23.96671,19.50309,2718.063,39.82852,2.7,"T",282.833,68.52006,4.801132
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.501",501,-1.817544,-1.328101,4.801939,55.33807,71.08071,124.7972,140.5653,158.4342,135.4643,134.2203,131.0666,115.2778,109.8918,70.96949,80.69522,32.41039,60.86595,38.72898,23.96199,19.50095,2718.23,39.83137,3.051563,"T",282.833,68.52006,4.801939
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.566",566,-1.677691,-1.25819,4.800744,55.33624,71.07831,124.8033,140.5651,158.4567,135.4796,134.2276,131.0667,115.2932,109.9018,70.97389,80.69325,32.41936,60.87198,38.72996,23.96371,19.5031,2718.518,39.84698,3.403125,"T",282.833,68.52006,4.800744
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.631",631,-1.677691,-1.25819,4.800481,55.32972,71.06129,124.7831,140.5476,158.4075,135.4505,134.2046,131.0458,115.2662,109.8811,70.9594,80.68046,32.40792,60.85865,38.7231,23.95898,19.49787,2717.377,39.83864,3.754688,"T",282.833,68.52006,4.800481
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.698",698,-1.887474,-1.25819,4.800084,55.32884,71.05936,124.7875,140.5563,158.4321,135.4655,134.2133,131.0666,115.277,109.8931,70.97337,80.69373,32.41402,60.86891,38.72962,23.96324,19.50282,2718.003,39.83685,4.10625,"T",282.833,68.52006,4.800084
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.763",763,-1.677691,-1.25819,4.800901,55.336,71.0654,124.7979,140.5724,158.4374,135.4738,134.2468,131.0799,115.2928,109.9151,70.9901,80.71535,32.41916,60.87505,38.73954,23.96844,19.50475,2718.985,39.83689,4.457812,"T",282.833,68.52006,4.800901
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.834",834,-1.677691,-1.18828,4.798872,55.33166,71.07053,124.7695,140.5695,158.4404,135.4717,134.2272,131.0748,115.2868,109.9056,70.98318,80.70018,32.42076,60.87708,38.73626,23.96793,19.50537,2718.651,39.84705,4.809375,"T",282.833,68.52006,4.798872
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.894",894,-1.817544,-0.9785607,4.801232,55.32984,71.0673,124.801,140.5601,158.4361,135.4782,134.2234,131.0712,115.293,109.9117,70.98232,80.70763,32.42236,60.87762,38.73528,23.96943,19.5054,2718.022,39.8479,5.160937,"T",282.833,68.52006,4.801232
"3",06/02/2018 15:00:05,"2018-06-02 15:00:05","2018-06-02 15:00:05.959",959,-1.607768,-0.9785607,4.798459,55.31612,71.04827,124.7478,140.5391,158.3963,135.4346,134.1853,131.0332,115.262,109.8744,70.95768,80.68102,32.41792,60.85973,38.72642,23.96074,19.50004,2717.202,39.83282,5.5125,"T",282.833,68.52006,4.798459
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.031",31,-1.677691,-0.9785607,4.800004,55.32621,71.05918,124.7845,140.5478,158.4414,135.4731,134.2343,131.0733,115.2992,109.9127,70.98872,80.71156,32.43029,60.88208,38.74107,23.97082,19.50789,2718.453,39.82517,5.864062,"T",282.833,68.52006,4.800004
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.090",90,-1.817544,-0.9086576,4.800513,55.31741,71.05859,124.7846,140.5505,158.4325,135.4693,134.2279,131.0764,115.2963,109.9089,70.98373,80.71228,32.43255,60.88571,38.74223,23.97182,19.50836,2718.211,39.84872,6.215625,"T",282.833,68.52006,4.800513
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.156",156,-1.677691,-0.7688549,4.800107,55.32949,71.06487,124.79,140.5945,158.4737,135.5152,134.2729,131.1161,115.3354,109.9458,71.00942,80.74226,32.44546,60.90586,38.7567,23.983,19.51574,2719.285,39.8341,6.567187,"T",282.833,68.52006,4.800107
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.221",221,-1.607768,-0.6290568,4.802785,55.34333,71.10208,124.8544,140.6287,158.5557,135.5834,134.3399,131.1814,115.3981,110.006,71.04643,80.78465,32.46383,60.94154,38.77822,23.99616,19.52673,2720.657,39.84109,6.91875,"T",282.833,68.52006,4.802785
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.286",286,-1.677691,-0.5591593,4.798831,55.32517,71.07519,124.8365,140.612,158.5103,135.5429,134.2827,131.1267,115.3643,109.9796,71.02272,80.74992,32.45036,60.9207,38.76234,23.98885,19.52048,2719.128,39.8398,7.270312,"T",282.833,68.52006,4.798831
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.348",348,-1.537848,-0.4193665,4.797815,55.30366,71.05201,124.7679,140.5423,158.4393,135.4756,134.2349,131.0766,115.3062,109.9226,70.99949,80.71912,32.43786,60.89523,38.74981,23.97892,19.51328,2718.567,39.83731,7.621875,"T",282.8352,68.52353,4.797815
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.422",422,-1.607768,-0.3494712,4.799395,55.29636,71.03696,124.7553,140.5043,158.4068,135.4621,134.218,131.0678,115.2951,109.9128,70.99204,80.71548,32.4361,60.89301,38.74776,23.97798,19.51249,2718.175,39.8279,7.973437,"T",282.8352,68.52353,4.799395
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.482",482,-1.607768,-0.2795763,4.796982,55.28653,71.01923,124.7337,140.4946,158.3869,135.4455,134.1998,131.0472,115.2805,109.8972,70.98263,80.70663,32.43296,60.88745,38.74463,23.97574,19.51141,2717.773,39.84822,8.325,"T",282.8352,68.52353,4.796982
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.546",546,-1.46793,-0.2096819,4.797697,55.30051,71.04794,124.7847,140.584,158.4655,135.5163,134.2726,131.1272,115.3468,109.9795,71.03333,80.76086,32.45341,60.92583,38.77166,23.99124,19.52471,2719.418,39.838,8.676562,"T",282.8352,68.52353,4.797697
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.617",617,-1.537848,0.06989381,4.79653,55.30437,71.05927,124.8105,140.5849,158.501,135.5448,134.3044,131.152,115.3707,109.9997,71.04994,80.78101,32.46411,60.94469,38.78304,23.99907,19.53081,2719.994,39.84243,9.028125,"T",282.8352,68.52353,4.79653
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.678",678,-1.607768,0.1397877,4.794422,55.28695,71.04176,124.7589,140.5296,158.4766,135.5191,134.2784,131.1201,115.3595,109.9643,71.02678,80.76328,32.45324,60.93391,38.77546,23.99751,19.52741,2719.278,39.84738,9.379687,"T",282.8352,68.52353,4.794422
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.745",745,-1.46793,0.1397877,4.795995,55.2873,71.0433,124.7525,140.5495,158.4814,135.5437,134.3008,131.1418,115.3662,109.994,71.05058,80.7846,32.46231,60.9475,38.78572,24,19.53224,2719.75,39.84719,9.73125,"T",282.8352,68.52353,4.795995
"3",06/02/2018 15:00:06,"2018-06-02 15:00:06","2018-06-02 15:00:06.809",809,-1.607768,0.2795763,4.795094,55.26966,71.01723,124.735,140.5152,158.4332,135.5041,134.2576,131.1069,115.3449,109.9667,71.03342,80.76736,32.45237,60.93358,38.77648,23.99736,19.52821,2719.099,39.85344,10.08281,"T",282.8352,68.52353,4.795094
