MeasurementMode,DateTimeLocal,DateTimeUTC,DateTimeUTCISO,Millisecond (ms),EsRoll (?),EsPitch (?),Es305 (?W/(cm? nm)),Es340 (?W/(cm? nm)),Es380 (?W/(cm? nm)),Es412 (?W/(cm? nm)),Es443 (?W/(cm? nm)),Es510 (?W/(cm? nm)),Es610 (?W/(cm? nm)),Es625 (?W/(cm? nm)),Es665 (?W/(cm? nm)),Es694 (?W/(cm? nm)),Es750 (?W/(cm? nm)),Es765 (?W/(cm? nm)),Es875 (?W/(cm? nm)),Es940 (?W/(cm? nm)),Es1020 (?W/(cm? nm)),Es1245 (?W/(cm? nm)),Es1550 (?W/(cm? nm)),Es1640 (?W/(cm? nm)),Es0 (?W/(cm? nm)),EsTemp (?C),BioShadeAngle (?),BioShadeMode,SolarAzimuthAngle (?),SolarZenithAngle (?),Es305_corr (?W/(cm? nm))
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.216",216,-1.118372,-0.06989381,4.813193,56.04684,72.26256,127.2098,143.5914,162.3982,139.37,138.1422,135.049,118.8918,113.4924,73.2982,83.51279,33.60873,63.12973,40.27187,24.77613,20.15747,2799.313,39.94428,0.590625,"Z",283.0439,68.85963,4.04461
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.287",287,-0.9785607,0,4.809925,56.02264,72.22307,127.1306,143.477,162.2609,139.2466,138.0168,134.9231,118.7715,113.3824,73.22779,83.43045,33.56898,63.06842,40.23257,24.75518,20.14367,2796.366,39.95496,0.590625,"Z",283.0439,68.85963,4.041863
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.349",349,-1.18828,0.06989381,4.810786,56.00856,72.19656,127.0795,143.4087,162.1527,139.1411,137.914,134.8194,118.6779,113.2889,73.16777,83.36064,33.54753,63.01752,40.19739,24.74359,20.13317,2793.794,39.93755,0.590625,"Z",283.0439,68.85963,4.042587
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.420",420,-1.398015,0.1397877,4.808268,55.98538,72.14924,126.9855,143.3044,161.9925,138.9893,137.7484,134.6637,118.5409,113.1507,73.08283,83.25915,33.49948,62.93383,40.14442,24.71604,20.11229,2790.916,39.95461,0.590625,"Z",283.0439,68.85963,4.040471
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.481",481,-1.328101,0.1397877,4.802462,55.93665,72.07109,126.8075,143.1112,161.733,138.7444,137.4961,134.4139,118.3271,112.9354,72.9395,83.10016,33.43308,62.80908,40.06178,24.6655,20.07503,2786.578,39.95805,0.590625,"Z",283.0439,68.85963,4.035592
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.546",546,-1.328101,0.2096819,4.799346,55.86234,71.95282,126.5819,142.8088,161.3826,138.4385,137.1785,134.1035,118.0482,112.6738,72.77953,82.90327,33.34947,62.65954,39.95683,24.59669,20.02531,2779.175,39.95705,0.590625,"Z",283.0439,68.85963,4.032974
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.612",612,-1.46793,0.2795763,4.794928,55.82318,71.89249,126.4776,142.6664,161.2102,138.2781,137.0361,133.9522,117.905,112.5457,72.6861,82.79774,33.30385,62.56886,39.9006,24.56381,19.9952,2776.798,39.95444,0.590625,"Z",283.0439,68.85963,4.029261
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.677",677,-1.398015,0.4193665,4.793771,55.80751,71.86449,126.4066,142.6363,161.1425,138.2007,136.9655,133.8843,117.853,112.4811,72.64005,82.74538,33.28003,62.51846,39.86274,24.53592,19.97307,2776.495,39.96142,0.590625,"Z",283.0439,68.85963,4.028289
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.743",743,-1.607768,0.4193665,4.798911,55.82821,71.88669,126.4696,142.6589,161.1978,138.2518,137.0283,133.9405,117.889,112.5261,72.66444,82.76167,33.28521,62.52441,39.86097,24.52805,19.96371,2776.316,39.96703,0.590625,"Z",283.0439,68.85963,4.032608
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.806",806,-1.817544,0.4193665,4.799219,55.85933,71.9309,126.5692,142.7607,161.3027,138.3481,137.1169,134.035,117.9687,112.6023,72.71526,82.81139,33.30391,62.55715,39.87151,24.52632,19.96116,2778.375,39.96309,0.590625,"Z",283.0439,68.85963,4.032866
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.878",878,-1.677691,0.4892626,4.800536,55.87762,71.97005,126.632,142.8248,161.3733,138.4106,137.1767,134.0892,118.0213,112.6434,72.74754,82.84171,33.31517,62.57785,39.87593,24.52417,19.95545,2779.69,39.94716,0.590625,"Z",283.0439,68.85963,4.033973
"3",06/02/2018 15:01:47,"2018-06-02 15:01:47","2018-06-02 15:01:47.939",939,-1.817544,0.5591593,4.801163,55.89334,71.99963,126.6549,142.8825,161.433,138.454,137.2179,134.1286,118.0583,112.681,72.7667,82.8619,33.32751,62.59045,39.8788,24.51816,19.94983,2780.068,39.95128,0.590625,"Z",283.0439,68.85963,4.034501
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.004",4,-1.887474,0.6989553,4.804432,55.90959,72.01565,126.7044,142.9174,161.4915,138.5022,137.27,134.1793,118.0966,112.7173,72.78996,82.88967,33.33831,62.61152,39.887,24.51782,19.95013,2781.362,39.96074,0.590625,"Z",283.0439,68.85963,4.037247
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.074",74,-1.817544,0.7688549,4.803359,55.91078,72.01505,126.6924,142.9215,161.4821,138.4815,137.2456,134.1576,118.08,112.7048,72.78132,82.87642,33.33408,62.60297,39.88294,24.51643,19.9457,2781.12,39.95626,0.590625,"Z",283.046,68.86314,4.036115
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.136",136,-2.097282,0.7688549,4.802926,55.93119,72.05396,126.7578,142.9928,161.5579,138.5393,137.2959,134.2102,118.1241,112.7446,72.81208,82.9082,33.34526,62.63166,39.90503,24.52893,19.95922,2782.439,39.95694,0.590625,"Z",283.046,68.86314,4.035751
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.200",200,-2.307119,0.8387555,4.805948,55.94875,72.07831,126.8374,143.0342,161.6143,138.5789,137.3332,134.2459,118.148,112.7758,72.82789,82.93461,33.35344,62.65048,39.92578,24.54978,19.97326,2783.177,39.96443,0.590625,"Z",283.046,68.86314,4.038291
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.270",270,-2.097282,0.9086576,4.807976,55.99793,72.15452,126.9401,143.2007,161.7854,138.7116,137.4608,134.3654,118.2584,112.8728,72.8924,83.00834,33.38343,62.71049,39.9687,24.58481,20.00351,2785.886,39.9491,0.590625,"Z",283.046,68.86314,4.039995
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.332",332,-2.167225,0.9086576,4.812036,56.03992,72.21135,127.0216,143.3167,161.9112,138.8221,137.5805,134.472,118.3485,112.9644,72.94897,83.07426,33.40952,62.75734,40.01022,24.61968,20.03294,2787.8,39.94509,0.590625,"Z",283.046,68.86314,4.043406
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.395",395,-2.097282,1.048466,4.814904,56.05704,72.23698,127.1043,143.3363,161.9328,138.8177,137.5799,134.4627,118.3439,112.9519,72.93341,83.05737,33.40297,62.74308,40.00607,24.62077,20.03654,2787.452,39.95246,0.590625,"Z",283.046,68.86314,4.045816
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.467",467,-2.027343,1.048466,4.813107,56.0579,72.23793,127.0495,143.3353,161.8975,138.7573,137.5182,134.3931,118.2643,112.8771,72.88557,82.99086,33.36977,62.68555,39.96893,24.60083,20.01894,2785.886,39.96198,0.590625,"Z",283.046,68.86314,4.044306
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.528",528,-2.307119,0.9785607,4.811142,56.00086,72.14822,126.8859,143.1488,161.6315,138.4843,137.2491,134.116,118.0055,112.6258,72.71684,82.79019,33.28868,62.52402,39.85329,24.52651,19.95627,2780.068,39.94798,0.590625,"Z",283.046,68.86314,4.042655
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.590",590,-2.167225,1.048466,4.804032,55.90259,71.98729,126.5756,142.7662,161.1371,138.0168,136.7933,133.6515,117.5827,112.2222,72.44292,82.47523,33.15805,62.2655,39.66793,24.39952,19.85378,2770.28,39.9593,0.590625,"Z",283.046,68.86314,4.036681
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.663",663,-2.027343,1.048466,4.792195,55.75291,71.76279,126.1639,142.2466,160.4799,137.4059,136.193,133.0431,117.0294,111.696,72.09726,82.07847,32.99186,61.94442,39.43185,24.2346,19.71734,2758.203,39.95043,0.590625,"Z",283.046,68.86314,4.026734
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.723",723,-2.307119,1.118372,4.779594,55.56323,71.47352,125.5845,141.5382,159.642,136.6273,135.4139,132.2603,116.3305,111.0216,71.65607,81.57356,32.78059,61.54956,39.14093,24.02749,19.54304,2742.096,39.94834,0.590625,"Z",283.046,68.86314,4.016147
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.793",793,-2.097282,1.118372,4.765293,55.37454,71.17213,125.0108,140.7836,158.7677,135.8239,134.5713,131.4549,115.6014,110.3137,71.1973,81.05178,32.56401,61.14605,38.84486,23.81036,19.36218,2725.592,39.94649,0.590625,"Z",283.046,68.86314,4.00413
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.853",853,-1.957407,1.048466,4.750141,55.18275,70.86575,124.4075,140.0798,157.902,135.0178,133.7073,130.6451,114.8692,109.6063,70.73331,80.51209,32.34676,60.73008,38.55396,23.59562,19.18003,2709.345,39.95629,0.590625,"Z",283.046,68.86314,3.991398
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.919",919,-2.307119,0.9785607,4.733056,54.94766,70.50878,123.7151,139.2321,156.8725,134.0592,132.7361,129.6913,114.0115,108.7763,70.18958,79.86852,32.07869,60.23731,38.21093,23.35691,18.97305,2688.88,39.9412,0.590625,"Z",283.046,68.86314,3.977042
"3",06/02/2018 15:01:48,"2018-06-02 15:01:48","2018-06-02 15:01:48.984",984,-1.957407,0.9785607,4.711545,54.6917,70.10809,122.9442,138.2837,155.6907,132.9817,131.6522,128.618,113.059,107.8506,69.58076,79.13634,31.78014,59.68398,37.84497,23.10177,18.75055,2664.596,39.94624,0.590625,"Z",283.046,68.86314,3.958966
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.055",55,-1.747616,0.9785607,4.690982,54.37817,69.62102,121.9773,137.1937,154.3207,131.7248,130.3812,127.3825,111.9509,106.7889,68.88277,78.30377,31.40986,59.03916,37.45802,22.82361,18.50493,2638.839,39.94469,0.590625,"Z",283.046,68.86314,3.941689
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.116",116,-2.027343,0.9785607,4.664337,54.01887,69.0657,120.9342,135.8977,152.7489,130.2846,128.9404,125.9625,110.6848,105.5963,68.1026,77.3692,30.98665,58.31138,37.02683,22.51797,18.23381,2609.573,39.94521,0.590625,"Z",283.0482,68.86665,3.919075
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.181",181,-1.887474,0.9086576,4.636484,53.64413,68.4761,119.7791,134.5562,151.0753,128.7758,127.4264,124.4607,109.3624,104.245,67.27518,76.37934,30.57676,57.53846,36.57844,22.1991,17.95164,2579.287,39.95348,0.590625,"Z",283.0482,68.86665,3.895673
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.247",247,-1.957407,0.7688549,4.60607,53.25224,67.87685,118.6225,133.1355,149.3709,127.2314,125.8904,122.9372,108.0201,102.8889,66.4402,75.37804,30.16001,56.76504,36.12851,21.86306,17.67106,2548.771,39.95489,0.590625,"Z",283.0482,68.86665,3.870118
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.311",311,-2.027343,0.6989553,4.582585,52.92823,67.37515,117.6596,132.0037,147.9577,125.9536,124.6373,121.6006,106.9161,101.8474,65.74971,74.54582,29.82247,56.12765,35.76363,21.58266,17.43729,2523.207,39.93858,0.590625,"Z",283.0482,68.86665,3.850386
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.381",381,-1.607768,0.6290568,4.566419,52.68061,66.97313,116.8973,131.1073,146.8567,124.9627,123.6921,120.621,106.0844,101.0849,65.23778,73.91901,29.56979,55.64518,35.49981,21.39713,17.2657,2505.414,39.94834,0.590625,"Z",283.0482,68.86665,3.836802
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.443",443,-1.677691,0.6290568,4.556011,52.5503,66.76043,116.5211,130.6609,146.2922,124.456,123.2097,120.1876,105.6686,100.7068,64.97665,73.58542,29.44656,55.40249,35.37492,21.30493,17.17785,2496.516,39.95704,0.590625,"Z",283.0482,68.86665,3.828058
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.511",511,-1.887474,0.4892626,4.556738,52.59208,66.827,116.6171,130.7787,146.431,124.5941,123.3647,120.3679,105.7958,100.8385,65.04018,73.6376,29.48393,55.465,35.42814,21.33178,17.19226,2500.597,39.95171,0.590625,"Z",283.0482,68.86665,3.828669
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.573",573,-1.537848,0.4193665,4.570632,52.7409,67.07162,117.062,131.2883,147.048,125.2384,123.9473,120.9866,106.2906,101.3245,65.33086,74.00192,29.64371,55.74517,35.59857,21.43984,17.28164,2512.672,39.94123,0.590625,"Z",283.0482,68.86665,3.840343
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.642",642,-1.747616,0.2795763,4.592358,53.03078,67.49937,117.9143,132.3122,148.2785,126.2942,125.007,122.034,107.2208,102.1875,65.89239,74.67341,29.91399,56.26643,35.89809,21.62999,17.44857,2533.835,39.93887,0.590625,"Z",283.0482,68.86665,3.858598
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.704",704,-1.747616,0.2096819,4.607496,53.23931,67.83517,118.52,133.1225,149.3063,127.1798,125.9003,122.9342,108.0186,102.9504,66.37175,75.25317,30.16386,56.73498,36.17033,21.81319,17.60933,2552.088,39.95403,0.590625,"Z",283.0482,68.86665,3.871317
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.770",770,-1.46793,0.1397877,4.627015,53.49993,68.2374,119.3211,134.0816,150.4581,128.23,126.9419,123.9759,108.9276,103.8161,66.935,75.91725,30.4405,57.24875,36.47385,22.01782,17.78846,2573.046,39.94257,0.590625,"Z",283.0482,68.86665,3.887717
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.835",835,-1.537848,0.1397877,4.62125,53.47559,68.17953,119.32,133.9672,150.3893,128.2777,127.1141,124.0847,109.1341,103.9338,67.05608,76.02184,30.50377,57.42729,36.5539,22.07586,17.85654,2573.469,39.94554,0.590625,"Z",283.0482,68.86665,3.882873
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.902",902,-1.607768,0.06989381,4.615066,53.38179,68.05538,119.0931,133.7318,150.2112,128.1958,127.0131,124.0239,109.0649,103.8939,67.0247,76.02423,30.50919,57.43139,36.56727,22.08868,17.86774,2572.054,39.95101,0.590625,"Z",283.0482,68.86665,3.877677
"3",06/02/2018 15:01:49,"2018-06-02 15:01:49","2018-06-02 15:01:49.966",966,-1.46793,0,4.611332,53.29399,67.93019,118.8241,133.4726,149.8804,127.913,126.7453,123.7618,108.8302,103.6768,66.8847,75.85099,30.44118,57.31753,36.50774,22.0408,17.82813,2566.606,39.93549,0.590625,"Z",283.0482,68.86665,3.87454
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.031",31,-1.607768,-0.06989381,4.60865,53.28152,67.88948,118.7184,133.3336,149.6844,127.6797,126.5346,123.523,108.61,103.4641,66.75912,75.65704,30.35954,57.16563,36.43011,21.97742,17.77005,2561.958,39.94608,0.590625,"Z",283.0482,68.86665,3.872286
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.097",97,-1.398015,-0.06989381,4.609108,53.2727,67.87839,118.7059,133.3058,149.5928,127.5553,126.3569,123.3846,108.4883,103.3378,66.66044,75.53441,30.30398,57.06133,36.37601,21.94074,17.73141,2559.467,39.96256,0.590625,"Z",283.0482,68.86665,3.872671
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.160",160,-1.25819,-0.1397877,4.604959,53.20917,67.78659,118.4982,133.0571,149.31,127.299,126.1311,123.1458,108.294,103.1556,66.54182,75.38652,30.23522,56.94201,36.32008,21.91834,17.71107,2554.773,39.95449,0.590625,"Z",283.0504,68.87012,3.868966
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.225",225,-1.537848,-0.2096819,4.618552,53.39551,68.06817,119.0553,133.6546,150.0404,127.894,126.6944,123.707,108.7995,103.6314,66.83932,75.72531,30.35612,57.16683,36.46657,22.03813,17.81076,2565.703,39.94837,0.590625,"Z",283.0504,68.87012,3.880386
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.293",293,-1.46793,-0.3494712,4.633917,53.6297,68.38123,119.6661,134.356,150.8468,128.5745,127.4096,124.3649,109.4011,104.2034,67.26559,76.14908,30.52032,57.47058,36.65677,22.19225,17.96181,2582.09,39.95052,0.590625,"Z",283.0504,68.87012,3.893296
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.358",358,-1.25819,-0.3494712,4.656278,53.92815,68.84293,120.5753,135.3547,152.094,129.6681,128.4863,125.421,110.337,105.1178,67.85874,76.85936,30.79949,57.97185,36.96268,22.43533,18.17261,2604.836,39.94497,0.590625,"Z",283.0504,68.87012,3.912083
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.424",424,-1.46793,-0.3494712,4.682055,54.26338,69.35548,121.5847,136.5446,153.538,130.9706,129.7946,126.6817,111.4759,106.1956,68.5844,77.71077,31.1439,58.61534,37.34582,22.72935,18.43505,2631.559,39.95555,0.590625,"Z",283.0504,68.87012,3.93374
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.489",489,-1.398015,-0.3494712,4.708446,54.63345,69.92251,122.6717,137.8462,155.1219,132.4017,131.2075,128.07,112.6866,107.3759,69.34862,78.64182,31.52708,59.31374,37.77251,23.04403,18.70987,2660.089,39.94682,0.590625,"Z",283.0504,68.87012,3.955913
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.555",555,-1.328101,-0.4193665,4.735873,54.97812,70.4668,123.705,139.1581,156.6075,133.7451,132.5439,129.3861,113.8467,108.4931,70.07335,79.5113,31.88731,59.98794,38.21,23.34382,18.9691,2687.131,39.93303,0.590625,"Z",283.0504,68.87012,3.978957
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.620",620,-1.46793,-0.4193665,4.75824,55.27346,70.92767,124.6138,140.3045,157.9141,134.9416,133.7498,130.5572,114.8827,109.4744,70.72141,80.29304,32.21233,60.5937,38.6045,23.61557,19.20664,2710.798,39.94987,0.590625,"Z",283.0504,68.87012,3.997748
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.689",689,-1.328101,-0.4193665,4.773144,55.50758,71.31136,125.3077,141.1259,158.9843,135.9341,134.7018,131.5343,115.7161,110.3077,71.23563,80.93492,32.47977,61.07409,38.90388,23.84631,19.40004,2729.671,39.94287,0.590625,"Z",283.0504,68.87012,4.010271
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.751",751,-1.328101,-0.4892626,4.782472,55.62523,71.50454,125.634,141.5351,159.5439,136.4628,135.2229,132.0563,116.1774,110.7599,71.5212,81.28883,32.62723,61.34434,39.07303,23.98524,19.518,2739.285,39.94523,0.590625,"Z",283.0504,68.87012,4.018108
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.813",813,-1.46793,-0.4892626,4.791758,55.74277,71.69747,126.0284,141.992,160.0903,136.9616,135.7118,132.5479,116.6084,111.1821,71.78621,81.6168,32.76316,61.58836,39.22926,24.10773,19.62108,2748.942,39.9632,0.590625,"Z",283.0504,68.87012,4.025909
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.885",885,-1.25819,-0.4892626,4.800116,55.84268,71.84466,126.3112,142.31,160.4885,137.3145,136.0614,132.89,116.9033,111.4718,71.9854,81.83916,32.85321,61.75841,39.34269,24.19364,19.69467,2756.904,39.95719,0.590625,"Z",283.0504,68.87012,4.032931
"3",06/02/2018 15:01:50,"2018-06-02 15:01:50","2018-06-02 15:01:50.947",947,-1.328101,-0.5591593,4.79745,55.80478,71.79018,126.1811,142.1792,160.3541,137.192,135.9239,132.7608,116.7786,111.373,71.87902,81.75845,32.8205,61.67309,39.27578,24.17233,19.67523,2752.063,39.95652,0.590625,"Z",283.0504,68.87012,4.030692
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.017",17,-1.46793,-0.4892626,4.795558,55.78326,71.74234,126.1142,142.0645,160.1739,137.0325,135.7746,132.5947,116.6382,111.2175,71.79929,81.6465,32.76811,61.57777,39.2144,24.13923,19.65237,2749.605,39.93517,0.590625,"Z",283.0504,68.87012,4.029103
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.080",80,-1.328101,-0.4892626,4.786615,55.66314,71.56371,125.7414,141.6588,159.6848,136.5817,135.3166,132.149,116.2362,110.8322,71.54896,81.36736,32.64548,61.33368,39.05114,24.04387,19.5745,2739.653,39.93591,0.590625,"Z",283.0504,68.87012,4.021589
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.143",143,-1.328101,-0.4892626,4.777839,55.53485,71.36812,125.3442,141.1764,159.1335,136.0769,134.7921,131.6494,115.7813,110.3714,71.26996,81.04647,32.51028,61.05843,38.86249,23.92011,19.47592,2728.403,39.94694,0.590625,"Z",283.0504,68.87012,4.014215
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.213",213,-1.398015,-0.4892626,4.761881,55.31986,71.01265,124.6642,140.3868,158.1727,135.2091,133.938,130.7966,115.0178,109.62,70.78208,80.51923,32.28868,60.62437,38.56703,23.72833,19.3162,2711.091,39.93029,0.590625,"Z",283.0526,68.87364,4.000579
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.274",274,-1.18828,-0.4892626,4.743496,55.08467,70.64887,123.9817,139.5512,157.0834,134.2975,133.0244,129.8849,114.206,108.8368,70.27445,79.95101,32.04269,60.1759,38.26251,23.52403,19.14849,2693.085,39.94412,0.590625,"Z",283.0526,68.87364,3.985134
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.340",340,-1.328101,-0.4892626,4.727826,54.88416,70.32931,123.3455,138.8198,156.1166,133.4166,132.2057,129.0646,113.4757,108.1334,69.82586,79.43164,31.80915,59.77035,37.99313,23.34028,18.99068,2676.809,39.94925,0.590625,"Z",283.0526,68.87364,3.971969
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.402",402,-1.46793,-0.4892626,4.712416,54.64611,69.94436,122.629,137.8886,155.0153,132.3598,131.2331,128.0348,112.6134,107.2697,69.26143,78.75488,31.5431,59.27197,37.67172,23.1188,18.79771,2656.093,39.92857,0.590625,"Z",283.0526,68.87364,3.959022
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.468",468,-1.25819,-0.4892626,4.694475,54.3793,69.52453,121.8318,136.8452,153.7835,131.2255,130.1193,126.8468,111.6294,106.3163,68.64029,77.9683,31.23826,58.70974,37.32235,22.86947,18.58249,2633.369,39.93832,0.590625,"Z",283.0526,68.87364,3.94395
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.536",536,-1.398015,-0.4193665,4.672245,54.0881,69.07129,120.9304,135.7741,152.465,130.0031,128.8217,125.6513,110.5602,105.2875,67.97595,77.1768,30.91225,58.104,36.95416,22.60058,18.34605,2608.884,39.9351,0.590625,"Z",283.0526,68.87364,3.925273
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.602",602,-1.537848,-0.4193665,4.651167,53.79414,68.61773,120.0291,134.7155,151.1545,128.7932,127.5522,124.4711,109.4632,104.2747,67.30936,76.38428,30.58879,57.51966,36.59933,22.33588,18.11212,2582.722,39.94645,0.590625,"Z",283.0526,68.87364,3.907565
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.665",665,-1.398015,-0.4193665,4.628021,53.50549,68.14126,119.1418,133.6454,149.832,127.573,126.3399,123.2796,108.3457,103.2545,66.64521,75.58406,30.25838,56.91857,36.24578,22.07242,17.87848,2557.604,39.95675,0.590625,"Z",283.0526,68.87364,3.888119
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.733",733,-1.537848,-0.4193665,4.603622,53.15705,67.59814,118.1112,132.4035,148.2846,126.1536,124.9233,121.8863,107.1144,102.0787,65.8795,74.66747,29.88482,56.22591,35.83334,21.76837,17.61307,2529.115,39.95738,0.590625,"Z",283.0526,68.87364,3.867622
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.801",801,-1.46793,-0.3494712,4.577872,52.80915,67.06657,117.0344,131.1538,146.7854,124.7741,123.5429,120.5264,105.9111,100.9594,65.15237,73.79497,29.51825,55.55275,35.44264,21.4913,17.36569,2500.902,39.95211,0.590625,"Z",283.0526,68.87364,3.845988
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.868",868,-1.398015,-0.4193665,4.548374,52.39082,66.40917,115.8229,129.6754,144.9487,123.1207,121.8943,118.8863,104.4707,99.59407,64.27432,72.75483,29.08224,54.74418,34.96299,21.1635,17.08127,2467.848,39.93179,0.590625,"Z",283.0526,68.87364,3.821206
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.929",929,-1.607768,-0.2795763,4.513394,51.95609,65.73375,114.5441,128.1216,143.0692,121.4465,120.2289,117.2228,102.9942,98.19,63.3656,71.70963,28.6395,53.9025,34.46195,20.83544,16.79525,2434.519,39.936,0.590625,"Z",283.0526,68.87364,3.791819
"3",06/02/2018 15:01:51,"2018-06-02 15:01:51","2018-06-02 15:01:51.991",991,-1.398015,-0.2795763,4.484391,51.54988,65.11543,113.2989,126.7152,141.3609,119.9429,118.7222,115.7231,101.6549,96.90534,62.53375,70.78857,28.25249,53.15262,34.00346,20.5457,16.54527,2404.561,39.94293,0.590625,"Z",283.0526,68.87364,3.767453
