MeasurementMode,DateTimeLocal,DateTimeUTC,DateTimeUTCISO,Millisecond (ms),EsRoll (?),EsPitch (?),Es305 (?W/(cm? nm)),Es340 (?W/(cm? nm)),Es380 (?W/(cm? nm)),Es412 (?W/(cm? nm)),Es443 (?W/(cm? nm)),Es510 (?W/(cm? nm)),Es610 (?W/(cm? nm)),Es625 (?W/(cm? nm)),Es665 (?W/(cm? nm)),Es694 (?W/(cm? nm)),Es750 (?W/(cm? nm)),Es765 (?W/(cm? nm)),Es875 (?W/(cm? nm)),Es940 (?W/(cm? nm)),Es1020 (?W/(cm? nm)),Es1245 (?W/(cm? nm)),Es1550 (?W/(cm? nm)),Es1640 (?W/(cm? nm)),Es0 (?W/(cm? nm)),EsTemp (?C),BioShadeAngle (?),BioShadeMode,SolarAzimuthAngle (?),SolarZenithAngle (?),Es305_corr (?W/(cm? nm))
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.338",338,-2.307119,-0.4193665,5.013042,56.10596,72.28349,127.1042,143.3426,162.0167,138.8017,137.5274,134.2585,118.1867,112.7533,73.02254,82.87177,33.39975,62.55023,39.8242,24.66805,20.04134,2784.819,39.54902,158.4422,"T",281.8926,67.00138,5.013042
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.411",411,-2.097282,-0.3494712,5.017666,56.11354,72.29824,127.1352,143.3902,162.0308,138.7917,137.5304,134.2667,118.191,112.7547,73.01871,82.85637,33.39519,62.54421,39.82099,24.66678,20.03897,2784.926,39.556,158.7937,"T",281.8926,67.00138,5.017666
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.471",471,-2.307119,-0.2096819,5.021332,56.19113,72.39667,127.3342,143.6171,162.2831,138.9973,137.7434,134.4774,118.3733,112.9202,73.12715,82.97995,33.44468,62.63566,39.88012,24.70194,20.06862,2789.157,39.54807,159.1453,"T",281.8948,67.00489,5.021332
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.535",535,-2.23717,-0.06989381,5.020037,56.20045,72.40096,127.3099,143.5982,162.2548,138.9854,137.7201,134.4473,118.3524,112.8957,73.11128,82.95596,33.43818,62.62007,39.87109,24.69904,20.06413,2788.521,39.54515,159.4969,"T",281.8948,67.00489,5.020037
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.601",601,-2.027343,-0.06989381,5.020156,56.19079,72.36447,127.2127,143.5062,162.1087,138.8832,137.6129,134.3215,118.2396,112.778,73.03733,82.86656,33.4038,62.55766,39.83354,24.67072,20.04491,2785.727,39.55107,159.8484,"T",281.8948,67.00489,5.020156
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.664",664,-2.307119,-0.06989381,5.024094,56.20617,72.39966,127.2847,143.5572,162.1981,138.9022,137.6439,134.3928,118.3014,112.838,73.06892,82.90985,33.41031,62.58289,39.84258,24.68101,20.05063,2787.437,39.56142,160.2,"T",281.8948,67.00489,5.024094
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.737",737,-2.23717,-0.06989381,5.029586,56.2534,72.45544,127.4091,143.6576,162.3308,139.0018,137.7484,134.4915,118.3916,112.9159,73.11737,82.96597,33.43348,62.62286,39.87008,24.69658,20.06429,2790.294,39.55554,160.5516,"T",281.8948,67.00489,5.029586
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.797",797,-2.097282,0,5.030442,56.2997,72.50423,127.4952,143.7859,162.4384,139.1261,137.8511,134.5933,118.4691,112.9878,73.16799,83.01635,33.45382,62.66415,39.89384,24.71215,20.07655,2791.351,39.55951,160.9031,"T",281.8948,67.00489,5.030442
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.863",863,-2.377071,0.1397877,5.034178,56.30756,72.5126,127.4849,143.7622,162.4024,139.105,137.8402,134.5574,118.4408,112.9532,73.14162,82.99273,33.44151,62.64084,39.88302,24.70342,20.07005,2790.597,39.55707,161.2547,"T",281.8948,67.00489,5.034178
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.928",928,-2.167225,0.2096819,5.033272,56.32861,72.53073,127.5405,143.8129,162.4366,139.1304,137.864,134.5815,118.4564,112.9721,73.15442,82.99997,33.44357,62.64503,39.88668,24.707,20.07203,2791.056,39.55264,161.6062,"T",281.8948,67.00489,5.033272
"3",06/02/2018 14:52:32,"2018-06-02 14:52:32","2018-06-02 14:52:32.993",993,-2.097282,0.2096819,5.034537,56.34074,72.56167,127.5306,143.8024,162.4564,139.1113,137.848,134.5918,118.4747,112.9713,73.15875,82.99451,33.44244,62.65041,39.88892,24.70942,20.07411,2791.915,39.55294,161.9578,"T",281.8948,67.00489,5.034537
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.058",58,-2.377071,0.2096819,5.036723,56.37939,72.58965,127.6178,143.9266,162.5378,139.2316,137.969,134.6718,118.5341,113.0394,73.1905,83.04888,33.45546,62.67969,39.90205,24.72009,20.08207,2792.924,39.54963,162.3094,"T",281.8948,67.00489,5.036723
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.124",124,-2.027343,0.2795763,5.039209,56.38695,72.59972,127.6164,143.9052,162.5348,139.1917,137.927,134.6492,118.5125,113.0093,73.17834,83.0241,33.44701,62.66247,39.89334,24.71311,20.07686,2792.723,39.54355,162.6609,"T",281.8948,67.00489,5.039209
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.190",190,-1.887474,0.4193665,5.041379,56.43067,72.65246,127.7058,144.0156,162.6611,139.3065,138.0392,134.7562,118.6062,113.0967,73.23132,83.08956,33.47072,62.71091,39.92481,24.73076,20.09252,2794.654,39.55838,163.0125,"T",281.8948,67.00489,5.041379
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.255",255,-2.027343,0.4193665,5.041558,56.42135,72.62913,127.6838,143.9446,162.5648,139.2215,137.9554,134.6723,118.5348,113.0221,73.18023,83.02886,33.44272,62.66261,39.89161,24.71363,20.07593,2793.34,39.54132,163.3641,"T",281.8948,67.00489,5.041558
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.320",320,-1.887474,0.4193665,5.044587,56.46944,72.70002,127.784,144.0785,162.7256,139.354,138.0885,134.7997,118.6453,113.1249,73.24908,83.10274,33.47254,62.72069,39.93115,24.73548,20.09469,2795.73,39.56397,163.7156,"T",281.8948,67.00489,5.044587
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.392",392,-1.817544,0.4193665,5.045074,56.43329,72.64331,127.6699,143.9243,162.6029,139.2538,137.9876,134.7129,118.575,113.0524,73.20557,83.05575,33.45761,62.69123,39.91225,24.72882,20.08981,2793.555,39.54398,164.0672,"T",281.8948,67.00489,5.045074
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.449",449,-1.887474,0.4193665,5.04815,56.52129,72.77338,127.9047,144.2274,162.8908,139.5397,138.2684,134.9791,118.7985,113.2758,73.34128,83.2186,33.51324,62.81254,39.99712,24.77546,20.12605,2799.391,39.55161,164.4187,"T",281.8948,67.00489,5.04815
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.523",523,-1.537848,0.5591593,5.050723,56.53733,72.78183,127.906,144.22,162.8559,139.4883,138.2204,134.9214,118.7422,113.2128,73.29974,83.16319,33.48941,62.76521,39.96522,24.75469,20.11039,2798.425,39.54723,164.7703,"T",281.897,67.00845,5.050723
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.582",582,-1.607768,0.6290568,5.055776,56.59014,72.84712,128.0529,144.3883,163.0577,139.6044,138.3287,135.0518,118.8666,113.3154,73.37459,83.23441,33.52371,62.82162,39.98263,24.77406,20.12835,2799.386,39.53517,165.1219,"T",281.897,67.00845,5.055776
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.648",648,-1.677691,0.4892626,5.055017,56.58696,72.84518,128.0065,144.3382,162.9945,139.5719,138.2932,134.9979,118.8068,113.2647,73.33706,83.19282,33.49921,62.78776,39.97628,24.76032,20.11544,2799.867,39.56366,165.4734,"T",281.897,67.00845,5.055017
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.713",713,-1.46793,0.3494712,5.05577,56.59438,72.85562,128.041,144.3395,162.9778,139.5686,138.2941,134.9965,118.8039,113.2609,73.33029,83.1888,33.50345,62.78444,39.97778,24.7594,20.12048,2799.901,39.55043,165.825,"T",281.897,67.00845,5.05577
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.779",779,-1.537848,0.3494712,5.058859,56.66579,72.94637,128.1841,144.5418,163.2384,139.7919,138.5186,135.2213,119.0033,113.4515,73.45263,83.33253,33.54926,62.88913,40.03639,24.80318,20.14731,2803.597,39.55912,166.1766,"T",281.897,67.00845,5.058859
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.841",841,-1.398015,0.4193665,5.057532,56.58866,72.82291,127.9793,144.278,162.9278,139.4839,138.2158,134.9328,118.763,113.204,73.29104,83.15123,33.47025,62.75354,39.94156,24.74625,20.10097,2796.64,39.5654,166.5281,"T",281.897,67.00845,5.057532
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.915",915,-1.118372,0.4193665,5.056126,56.60952,72.85226,127.9989,144.3184,162.9592,139.5198,138.2458,134.951,118.7775,113.2146,73.29799,83.15404,33.48589,62.75078,39.95415,24.7501,20.10726,2798.633,39.5588,166.8797,"T",281.897,67.00845,5.056126
"3",06/02/2018 14:52:33,"2018-06-02 14:52:33","2018-06-02 14:52:33.975",975,-1.328101,0.4892626,5.060125,56.65533,72.91136,128.1242,144.4702,163.1127,139.6468,138.3755,135.0818,118.8849,113.3198,73.36512,83.23206,33.51083,62.80977,39.98502,24.77329,20.12347,2800.525,39.56545,167.2312,"T",281.897,67.00845,5.060125
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.047",47,-1.398015,0.3494712,5.062993,56.68318,72.95643,128.2051,144.5129,163.1593,139.7024,138.428,135.1366,118.9134,113.3642,73.39123,83.2563,33.5153,62.82904,39.99362,24.77603,20.12608,2801.456,39.56477,167.5828,"T",281.897,67.00845,5.062993
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.104",104,-1.18828,0.2795763,5.065268,56.70738,72.98172,128.2295,144.5955,163.2495,139.7569,138.4837,135.1888,118.9772,113.4012,73.41747,83.28703,33.53056,62.85421,40.00875,24.78665,20.13632,2802.719,39.55903,167.9344,"T",281.897,67.00845,5.065268
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.177",177,-1.18828,0.4193665,5.066918,56.73206,73.02467,128.3146,144.6424,163.31,139.8119,138.5354,135.2339,119.0186,113.4315,73.43404,83.3052,33.53971,62.86535,40.02308,24.79239,20.14067,2804.142,39.56348,168.2859,"T",281.897,67.00845,5.066918
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.237",237,-1.048466,0.4193665,5.065217,56.74406,73.0207,128.3088,144.6515,163.3097,139.8078,138.5317,135.2305,118.9967,113.4223,73.42461,83.29742,33.53528,62.85658,40.01568,24.78839,20.13671,2803.578,39.54956,168.6375,"T",281.897,67.00845,5.065217
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.302",302,-0.9785607,0.4193665,5.065845,56.75112,73.01648,128.31,144.6263,163.2869,139.7812,138.4986,135.2154,118.9772,113.4023,73.41726,83.28745,33.52873,62.84335,40.0042,24.78187,20.13151,2803.29,39.55443,168.9891,"T",281.897,67.00845,5.065845
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.369",369,-1.118372,0.4193665,5.069729,56.7627,73.03233,128.356,144.665,163.2962,139.7976,138.5247,135.2165,118.9864,113.4079,73.41486,83.28134,33.52792,62.84191,40.00561,24.78225,20.13204,2803.29,39.54274,169.3406,"T",281.897,67.00845,5.069729
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.434",434,-0.9785607,0.3494712,5.069364,56.78689,73.07922,128.3882,144.724,163.3905,139.8778,138.5979,135.2911,119.0497,113.4645,73.45319,83.32603,33.54336,62.87457,40.02547,24.7949,20.14133,2804.777,39.54417,169.6922,"T",281.897,67.00845,5.069364
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.498",498,-0.7688549,0.4193665,5.068498,56.75576,73.02547,128.2916,144.6062,163.2188,139.7173,138.4454,135.1457,118.9231,113.3368,73.3725,83.22973,33.50961,62.80079,39.97574,24.76539,20.11752,2801.706,39.57111,170.0437,"T",281.897,67.00845,5.068498
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.564",564,-0.8387555,0.4892626,5.070997,56.78976,73.0692,128.3754,144.7281,163.343,139.8227,138.5376,135.2363,119.0006,113.4137,73.41582,83.27979,33.52868,62.84325,40.00512,24.78262,20.13084,2804.018,39.56019,170.3953,"T",281.8992,67.01194,5.070997
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.630",630,-0.6989553,0.4892626,5.072497,56.80891,73.09001,128.408,144.7388,163.382,139.857,138.5719,135.2682,119.0316,113.4332,73.43494,83.30147,33.53516,62.85128,40.01194,24.78483,20.13352,2804.914,39.55964,170.7469,"T",281.8992,67.01194,5.072497
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.695",695,-0.6290568,0.4892626,5.072516,56.80624,73.08666,128.3763,144.7226,163.3485,139.8061,138.5316,135.2301,118.9992,113.3985,73.40582,83.2757,33.52217,62.83154,40.00026,24.77753,20.12764,2803.491,39.54897,171.0984,"T",281.8992,67.01194,5.072516
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.760",760,-0.7688549,0.4892626,5.074074,56.81319,73.09144,128.4034,144.722,163.3522,139.8261,138.5384,135.2352,118.9969,113.4027,73.41,83.27408,33.52328,62.8335,39.99305,24.77496,20.1259,2803.922,39.56977,171.45,"T",281.8992,67.01194,5.074074
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.826",826,-0.4892626,0.4892626,5.074432,56.82222,73.09582,128.4318,144.7222,163.3712,139.819,138.5417,135.2329,119.0008,113.3959,73.40268,83.2688,33.51836,62.8238,39.99788,24.77498,20.1251,2803.165,39.55378,171.8016,"T",281.8992,67.01194,5.074432
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.891",891,-0.4892626,0.6290568,5.072106,56.83104,73.11038,128.4283,144.7522,163.3454,139.828,138.5399,135.2352,118.9825,113.3933,73.40335,83.26144,33.51249,62.82192,39.98324,24.77217,20.1217,2804.028,39.55336,172.1531,"T",281.8992,67.01194,5.072106
"3",06/02/2018 14:52:34,"2018-06-02 14:52:34","2018-06-02 14:52:34.963",963,-0.5591593,0.6290568,5.076035,56.83558,73.11715,128.4264,144.7549,163.3856,139.8183,138.5414,135.2364,119.0042,113.3923,73.39764,83.26054,33.51634,62.82011,39.9869,24.77353,20.12293,2803.196,39.55888,172.5047,"T",281.8992,67.01194,5.076035
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.022",22,-0.4193665,0.5591593,5.073683,56.84012,73.11382,128.4375,144.7615,163.3548,139.8289,138.5327,135.2269,118.9774,113.3823,73.39799,83.2577,33.50827,62.81543,39.99034,24.7685,20.11983,2804.154,39.56642,172.8562,"T",281.8992,67.01194,5.073683
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.088",88,-0.4892626,0.5591593,5.076653,56.85615,73.14338,128.4719,144.8288,163.4315,139.86,138.5788,135.2697,119.0258,113.4161,73.4156,83.27677,33.52201,62.83049,39.99236,24.77509,20.12559,2804.372,39.56724,173.2078,"T",281.8992,67.01194,5.076653
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.154",154,-0.4193665,0.4892626,5.075628,56.86335,73.14385,128.4862,144.7948,163.411,139.8512,138.5622,135.2545,119.0053,113.4002,73.40846,83.2657,33.5181,62.82034,39.98914,24.77118,20.12162,2804.166,39.55383,173.5594,"T",281.8992,67.01194,5.075628
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.219",219,-0.1397877,0.5591593,5.077214,56.85672,73.13236,128.4766,144.8033,163.4024,139.8259,138.5461,135.2329,119.0035,113.3825,73.38738,83.25242,33.51348,62.8094,39.97762,24.76833,20.11857,2803.537,39.56092,173.9109,"T",281.8992,67.01194,5.077214
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.284",284,-0.06989381,0.6290568,5.076326,56.83684,73.0892,128.4076,144.706,163.2876,139.7365,138.4484,135.1452,118.911,113.3014,73.34348,83.1929,33.48589,62.76748,39.95237,24.74954,20.10292,2801.732,39.56995,174.2625,"T",281.8992,67.01194,5.076326
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.349",349,-0.1397877,0.5591593,5.075842,56.84756,73.11797,128.4393,144.7445,163.3276,139.766,138.4905,135.1767,118.9408,113.3327,73.35312,83.21165,33.49255,62.7777,39.95578,24.75335,20.10744,2802.627,39.56549,174.6141,"T",281.8992,67.01194,5.075842
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.415",415,-0.1397877,0.5591593,5.076558,56.84486,73.11886,128.4315,144.7438,163.3224,139.7566,138.4784,135.1595,118.9336,113.3148,73.34296,83.19407,33.487,62.76725,39.95322,24.75192,20.10412,2801.773,39.56246,174.9656,"T",281.8992,67.01194,5.076558
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.479",479,-0.2096819,0.5591593,5.076048,56.85593,73.12674,128.4731,144.7586,163.3654,139.7805,138.491,135.1814,118.946,113.3287,73.35813,83.20767,33.48857,62.77695,39.95861,24.75286,20.10505,2802.613,39.56324,175.3172,"T",281.8992,67.01194,5.076048
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.545",545,-0.1397877,0.5591593,5.077743,56.86597,73.13325,128.4294,144.7893,163.3501,139.7916,138.5148,135.1974,118.9415,113.341,73.35995,83.21857,33.49482,62.78174,39.95739,24.75431,20.10761,2803.133,39.57551,175.6687,"T",281.8992,67.01194,5.077743
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.610",610,0.06989381,0.6290568,5.077246,56.85073,73.11176,128.4034,144.7401,163.3051,139.7397,138.4609,135.1532,118.9063,113.3039,73.33749,83.18718,33.48171,62.7596,39.94448,24.745,20.10046,2802.056,39.57573,176.0203,"T",281.9013,67.01542,5.077246
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.676",676,0,0.6290568,5.076147,56.83553,73.09671,128.3994,144.705,163.2542,139.7007,138.4149,135.1065,118.878,113.265,73.31596,83.16125,33.46911,62.7409,39.93615,24.74277,20.09509,2800.779,39.55162,176.3719,"T",281.9013,67.01542,5.076147
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.741",741,0.06989381,0.5591593,5.074654,56.83818,73.1005,128.3808,144.7009,163.2628,139.7359,138.4595,135.1487,118.9004,113.3027,73.33949,83.19476,33.48048,62.76607,39.95166,24.74886,20.10409,2801.278,39.5692,176.7234,"T",281.9013,67.01542,5.074654
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.807",807,0.06989381,0.6290568,5.074077,56.82552,73.07234,128.3344,144.6541,163.2102,139.6724,138.383,135.0893,118.8547,113.2507,73.30765,83.15294,33.46134,62.73525,39.93244,24.7398,20.09318,2801.265,39.57351,177.075,"T",281.9013,67.01542,5.074077
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.872",872,-0.06989381,0.6290568,5.073035,56.81493,73.04392,128.3152,144.6194,163.1573,139.6469,138.3547,135.0659,118.8248,113.2364,73.29076,83.14669,33.45763,62.73105,39.92833,24.73678,20.09371,2799.983,39.56565,177.4266,"T",281.9013,67.01542,5.073035
"3",06/02/2018 14:52:35,"2018-06-02 14:52:35","2018-06-02 14:52:35.937",937,-0.06989381,0.6290568,5.06612,56.75551,72.967,128.1585,144.4087,162.9548,139.5301,138.1895,134.9649,118.7146,113.162,73.24034,83.1006,33.42432,62.70323,39.91369,24.72403,20.08021,2794.559,39.56696,177.7781,"T",281.9013,67.01542,5.06612
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.003",3,0.06989381,0.6290568,5.052415,56.53038,72.64668,127.6007,143.7968,162.3107,138.9453,137.7325,134.4207,118.3249,112.7195,72.97073,82.79856,33.33728,62.49297,39.80053,24.67223,20.04213,2788.709,39.56998,178.1297,"T",281.9013,67.01542,5.052415
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.068",68,-0.06989381,0.6989553,5.0532,56.63095,72.78731,127.8336,144.0592,162.6083,139.3039,137.9712,134.7777,118.5548,113.0352,73.15995,82.98465,33.39266,62.66165,39.89883,24.7243,20.07695,2790.693,39.5691,178.4812,"T",281.9013,67.01542,5.0532
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.140",140,0,0.6290568,5.026145,56.2489,72.2438,126.862,142.9776,161.4456,138.4093,137.146,133.9588,117.8924,112.384,72.76559,82.6084,33.25057,62.38755,39.75087,24.64582,20.02083,2775.314,39.57001,178.8328,"T",281.9013,67.01542,5.026145
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.199",199,0,0.5591593,5.027414,56.26659,72.26298,126.9436,143.0987,161.6028,138.4469,137.2914,133.9843,117.9739,112.5276,72.77922,82.69389,33.27913,62.38831,39.74805,24.64848,20.03001,2781.672,39.57177,179.1844,"T",281.9013,67.01542,5.027414
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.264",264,-0.1397877,0.5591593,5.067604,56.74067,72.93768,128.1185,144.3989,162.9412,139.5104,138.2044,134.948,118.7156,113.1211,73.23668,83.07242,33.42595,62.6842,39.91607,24.7263,20.0837,2796.705,39.57312,179.5359,"T",281.9013,67.01542,5.067604
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.331",331,-0.06989381,0.5591593,5.061073,56.67394,72.83128,127.9095,144.1229,162.6605,139.2303,137.969,134.6732,118.5063,112.933,73.0888,82.92879,33.36723,62.58025,39.83195,24.68274,20.04839,2792.544,39.57083,179.8875,"T",281.9013,67.01542,5.061073
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.396",396,-0.06989381,0.4892626,5.069655,56.76248,72.95569,128.163,144.4131,162.966,139.4569,138.1836,134.8839,118.6797,113.0768,73.20284,83.02387,33.40453,62.64044,39.8792,24.71011,20.06522,2795.694,39.56906,180.2391,"T",281.9013,67.01542,5.069655
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.460",460,-0.2795763,0.4193665,5.063929,56.66602,72.81236,127.9392,144.1576,162.6654,139.2336,137.9781,134.6813,118.5218,112.925,73.10763,82.92419,33.36627,62.57381,39.84437,24.68746,20.05033,2791.559,39.56917,180.5906,"T",281.9013,67.01542,5.063929
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.526",526,-0.1397877,0.3494712,5.055485,56.60005,72.72505,127.7157,143.917,162.4225,139.0792,137.7954,134.5387,118.3655,112.8088,73.01035,82.84538,33.33517,62.52089,39.80453,24.66598,20.03455,2789,39.56925,180.9422,"T",281.9013,67.01542,5.055485
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.592",592,-0.2795763,0.3494712,5.060529,56.65181,72.80501,127.85,144.0734,162.6101,139.2081,137.9432,134.6628,118.4967,112.9134,73.08729,82.92175,33.3644,62.57066,39.83271,24.68723,20.04917,2792.019,39.56229,181.2937,"T",281.9013,67.01542,5.060529
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.654",654,-0.3494712,0.2795763,5.059206,56.64481,72.78516,127.7987,144.0238,162.4767,139.082,137.8,134.5232,118.3507,112.7846,72.99589,82.81639,33.31432,62.48206,39.7723,24.64326,20.01678,2789.104,39.57147,181.6453,"T",281.9035,67.01894,5.059206
"3",06/02/2018 14:52:36,"2018-06-02 14:52:36","2018-06-02 14:52:36.723",723,-0.06989381,0.1397877,5.066707,56.74546,72.93858,128.109,144.3295,162.8153,139.3383,138.0593,134.7613,118.5609,112.974,73.12014,82.94627,33.36789,62.57473,39.82674,24.67464,20.04092,2794.431,39.57007,181.9969,"T",281.9035,67.01894,5.066707
"3",06/02/2018 14:52:38,"2018-06-02 14:52:38","2018-06-02 14:52:38.940",940,-1.048466,-0.2795763,5.053264,56.55955,72.63094,127.5041,143.6441,161.9857,138.5837,137.311,134.0264,117.9049,112.3497,72.71037,82.4763,33.19146,62.21006,39.58957,24.52879,19.91847,2779.115,39.57293,181.6453,"P",281.9082,67.02657,4.367706
"3",06/02/2018 14:52:39,"2018-06-02 14:52:39","2018-06-02 14:52:39.002",2,-0.9086576,-0.3494712,5.052115,56.5397,72.60114,127.4385,143.5796,161.8874,138.508,137.2356,133.9483,117.8436,112.2832,72.66637,82.43087,33.16682,62.17123,39.56676,24.51451,19.90694,2777.344,39.58489,181.6453,"P",281.9082,67.02657,4.366714
"3",06/02/2018 14:52:39,"2018-06-02 14:52:39","2018-06-02 14:52:39.071",71,-1.18828,-0.4892626,5.051239,56.53313,72.58901,127.4363,143.5506,161.8609,138.4768,137.2092,133.9221,117.8141,112.2543,72.65295,82.40584,33.15684,62.1574,39.55594,24.51029,19.9015,2776.691,39.5774,181.6453,"P",281.9082,67.02657,4.365955
"3",06/02/2018 14:52:39,"2018-06-02 14:52:39","2018-06-02 14:52:39.134",134,-0.9785607,-0.4892626,5.054479,56.52633,72.58427,127.442,143.5291,161.8492,138.4614,137.1894,133.9099,117.8077,112.2405,72.6438,82.40164,33.15419,62.15157,39.54991,24.50584,19.89871,2776.492,39.55284,181.6453,"P",281.9082,67.02657,4.368756
"3",06/02/2018 14:52:39,"2018-06-02 14:52:39","2018-06-02 14:52:39.202",202,-0.9086576,-0.4193665,5.047539,56.50591,72.55663,127.3771,143.4539,161.7834,138.3963,137.1264,133.8488,117.761,112.1937,72.61734,82.36513,33.13571,62.12593,39.53444,24.49621,19.89038,2775.271,39.57436,181.6453,"P",281.9082,67.02657,4.362758
"3",06/02/2018 14:52:39,"2018-06-02 14:52:39","2018-06-02 14:52:39.264",264,-1.118372,-0.4193665,5.047487,56.48637,72.5147,127.3224,143.3797,161.6995,138.3334,137.0617,133.7857,117.7024,112.1433,72.5773,82.32689,33.12088,62.10017,39.51842,24.48655,19.88387,2774.122,39.56994,181.6453,"P",281.9082,67.02657,4.362713
