MeasurementMode,DateTimeLocal,DateTimeUTC,DateTimeUTCISO,Millisecond (ms),EsRoll (?),EsPitch (?),Es305 (?W/(cm? nm)),Es340 (?W/(cm? nm)),Es380 (?W/(cm? nm)),Es412 (?W/(cm? nm)),Es443 (?W/(cm? nm)),Es510 (?W/(cm? nm)),Es610 (?W/(cm? nm)),Es625 (?W/(cm? nm)),Es665 (?W/(cm? nm)),Es694 (?W/(cm? nm)),Es750 (?W/(cm? nm)),Es765 (?W/(cm? nm)),Es875 (?W/(cm? nm)),Es940 (?W/(cm? nm)),Es1020 (?W/(cm? nm)),Es1245 (?W/(cm? nm)),Es1550 (?W/(cm? nm)),Es1640 (?W/(cm? nm)),Es0 (?W/(cm? nm)),EsTemp (?C),BioShadeAngle (?),BioShadeMode,SolarAzimuthAngle (?),SolarZenithAngle (?),Es305_corr (?W/(cm? nm))
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.037",37,-0.7688549,1.747616,5.123404,56.97596,73.11964,128.3967,144.66,163.2583,139.9232,138.6045,135.3094,119.1535,113.5687,73.59526,83.49442,33.57972,63.1135,40.23051,24.8711,20.27031,2804.674,39.80277,0.590625,"Z",281.5785,66.49305,4.455013
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.109",109,-1.048466,1.747616,5.096681,56.66172,72.68402,127.553,143.7442,162.2904,139.1681,137.9076,134.6725,118.5599,113.0675,73.27935,83.17108,33.46178,62.87113,40.11395,24.80685,20.21437,2792.169,39.81015,0.590625,"Z",281.5785,66.49305,4.431777
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.170",170,-0.6989553,1.677691,5.102974,56.80806,72.9152,128.0096,144.212,162.8875,139.5827,138.4322,135.2261,118.9568,113.4631,73.55957,83.51809,33.59279,63.13274,40.25369,24.88792,20.29959,2805.506,39.81384,0.590625,"Z",281.5785,66.49305,4.437249
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.259",259,-0.6989553,1.677691,5.11395,56.87639,73.00572,128.1713,144.4443,163.128,139.8651,138.607,135.351,119.1311,113.6272,73.6426,83.57161,33.62265,63.16976,40.30185,24.91855,20.30762,2805.898,39.81699,0.590625,"Z",281.5785,66.49305,4.446793
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.298",298,-0.7688549,1.677691,5.109432,56.82525,72.92915,128.0556,144.2712,162.9216,139.6852,138.4472,135.2162,119.0148,113.4816,73.56115,83.49552,33.59354,63.11274,40.25303,24.89314,20.29118,2804.067,39.80736,0.590625,"Z",281.5785,66.49305,4.442863
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.370",370,-0.4193665,1.537848,5.116097,56.94712,73.10163,128.3436,144.7096,163.3542,140.0041,138.7815,135.4923,119.2531,113.7515,73.72065,83.63757,33.65525,63.20964,40.33387,24.94134,20.31588,2808.257,39.80472,0.590625,"Z",281.5785,66.49305,4.448659
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.432",432,-0.6290568,1.537848,5.111508,56.8532,72.97577,128.1154,144.3561,163.0106,139.7589,138.4945,135.2539,119.0476,113.5079,73.57443,83.50466,33.59502,63.11455,40.25335,24.88839,20.28765,2804.657,39.80476,0.590625,"Z",281.5785,66.49305,4.444669
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.497",497,-0.6989553,1.537848,5.10765,56.82651,72.93068,128.0526,144.3003,162.9321,139.6477,138.4347,135.1736,118.9741,113.4658,73.54579,83.45833,33.58139,63.07666,40.24185,24.88031,20.27636,2802.656,39.80688,0.590625,"Z",281.5785,66.49305,4.441314
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.563",563,-0.4193665,1.46793,5.093887,56.66103,72.69058,127.6076,143.8204,162.3895,139.2475,138.0163,134.793,118.6509,113.1623,73.3457,83.25846,33.50112,62.94181,40.15853,24.83404,20.2401,2794.92,39.7982,0.590625,"Z",281.5785,66.49305,4.429347
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.630",630,-0.6290568,1.46793,5.107692,56.81485,72.91551,128.0329,144.2291,162.8763,139.6613,138.3785,135.1622,118.963,113.4177,73.52161,83.4446,33.5714,63.07211,40.22424,24.87559,20.27322,2803.977,39.80627,0.590625,"Z",281.5785,66.49305,4.44135
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.698",698,-0.6290568,1.328101,5.112367,56.84836,72.95526,128.1059,144.3188,162.8801,139.5977,138.317,135.0827,118.8831,113.3311,73.46261,83.3639,33.53761,62.99771,40.1692,24.8349,20.23996,2801.735,39.80788,0.590625,"Z",281.5785,66.49305,4.445416
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.759",759,-0.2795763,1.25819,5.138527,57.1662,73.41747,128.9438,145.3066,163.9165,140.4381,139.1082,135.8469,119.5488,113.9218,73.8402,83.77071,33.69283,63.28579,40.33203,24.93397,20.31704,2818.239,39.80906,0.590625,"Z",281.5785,66.49305,4.468163
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.824",824,-0.4892626,1.25819,5.134529,57.13205,73.36094,128.799,145.0977,163.7631,140.2368,138.9775,135.6679,119.3913,113.8141,73.75616,83.6601,33.65089,63.19614,40.29271,24.89619,20.2877,2813.564,39.81351,0.590625,"Z",281.5785,66.49305,4.464687
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.894",894,-0.5591593,1.25819,5.13021,57.08347,73.28692,128.6721,144.9633,163.6662,140.1948,138.9441,135.6565,119.38,113.8196,73.76661,83.67895,33.66556,63.22556,40.30334,24.91716,20.30389,2812.931,39.81155,0.590625,"Z",281.5807,66.49654,4.460758
"3",06/02/2018 14:50:00,"2018-06-02 14:50:00","2018-06-02 14:50:00.955",955,-0.4892626,1.118372,5.105308,56.8088,72.89812,127.8956,144.1079,162.747,139.425,138.2398,134.9471,118.7735,113.2835,73.40769,83.29122,33.51633,62.94741,40.13907,24.82079,20.22644,2797.416,39.80957,0.590625,"Z",281.5807,66.49654,4.439106
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.021",21,-0.6989553,1.118372,5.08255,56.50894,72.46989,127.225,143.3413,161.8412,138.8572,137.5713,134.4074,118.3168,112.8113,73.13405,83.04196,33.41859,62.79202,40.07876,24.78164,20.19567,2787.27,39.80445,0.590625,"Z",281.5807,66.49654,4.419317
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.092",92,-0.5591593,1.048466,5.093127,56.66729,72.69995,127.6448,143.8045,162.3854,139.2616,137.985,134.8144,118.6721,113.138,73.35189,83.26011,33.5092,62.94451,40.14828,24.83359,20.23722,2796.313,39.80305,0.590625,"Z",281.5807,66.49654,4.428514
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.156",156,-0.4892626,0.9785607,5.100094,56.70306,72.74819,127.7454,143.9232,162.4676,139.3081,138.0574,134.8261,118.6762,113.1542,73.34706,83.24762,33.49887,62.92935,40.14486,24.82303,20.22842,2796.168,39.8084,0.590625,"Z",281.5807,66.49654,4.434572
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.218",218,-0.6989553,0.9086576,5.108176,56.84302,72.96236,128.1252,144.3682,162.9554,139.7121,138.4479,135.1996,118.9954,113.4559,73.53093,83.45004,33.58035,63.0767,40.235,24.87692,20.27091,2801.971,39.79782,0.590625,"Z",281.5807,66.49654,4.441599
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.282",282,-0.6290568,0.8387555,5.106076,56.81736,72.91647,128.015,144.2429,162.8313,139.5236,138.2877,135.0111,118.8299,113.302,73.43274,83.32206,33.52742,62.9656,40.16017,24.82533,20.23075,2800.987,39.80903,0.590625,"Z",281.5807,66.49654,4.439774
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.352",352,-0.6290568,0.7688549,5.119452,56.95286,73.10567,128.3775,144.6258,163.2634,139.8091,138.5663,135.2545,119.0283,113.4856,73.53597,83.4164,33.56038,63.02441,40.1918,24.83883,20.23951,2806.268,39.82204,0.590625,"Z",281.5807,66.49654,4.451404
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.414",414,-0.7688549,0.6989553,5.132196,57.14124,73.38053,128.8449,145.1975,163.865,140.3669,139.0821,135.7922,119.4985,113.8941,73.82278,83.72628,33.68827,63.25021,40.32605,24.92254,20.3072,2815.413,39.80815,0.590625,"Z",281.5807,66.49654,4.462485
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.476",476,-0.6989553,0.6290568,5.126579,57.06347,73.26197,128.6901,144.9706,163.6636,140.1557,138.9107,135.5915,119.3242,113.7591,73.71948,83.61352,33.64777,63.16906,40.28402,24.89223,20.28419,2813.03,39.81531,0.590625,"Z",281.5807,66.49654,4.457601
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.544",544,-0.6290568,0.5591593,5.108284,56.83656,72.94609,128.0482,144.2856,162.8002,139.5941,138.3066,135.1018,118.9186,113.3188,73.48576,83.37691,33.55793,63.00235,40.18196,24.8434,20.2442,2798.948,39.81218,0.590625,"Z",281.5807,66.49654,4.441694
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.610",610,-0.8387555,0.4892626,5.098126,56.72802,72.79021,127.7632,144.0067,162.5773,139.3844,138.1314,134.9062,118.746,113.2164,73.39012,83.29018,33.52944,62.96159,40.1653,24.83903,20.24004,2797.869,39.82579,0.590625,"Z",281.5807,66.49654,4.432861
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.675",675,-0.7688549,0.3494712,5.119811,56.96631,73.14603,128.426,144.696,163.3521,139.9451,138.701,135.4054,119.1733,113.6173,73.62946,83.53257,33.62383,63.11819,40.25669,24.88346,20.27435,2808.772,39.81928,0.590625,"Z",281.5807,66.49654,4.451716
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.741",741,-0.6989553,0.2096819,5.12408,57.005,73.18976,128.4852,144.7661,163.3682,139.9068,138.6539,135.3472,119.1099,113.5432,73.58797,83.45737,33.58562,63.0546,40.20753,24.8483,20.24557,2807.054,39.81292,0.590625,"Z",281.5807,66.49654,4.455428
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.806",806,-0.9785607,0.06989381,5.125727,57.03289,73.2308,128.5889,144.8741,163.4764,140.0177,138.7576,135.4553,119.2061,113.6229,73.63683,83.51928,33.61525,63.09733,40.23356,24.8624,20.25858,2809.087,39.81645,0.590625,"Z",281.5807,66.49654,4.45686
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.869",869,-0.8387555,0,5.11279,56.8544,72.98403,128.1813,144.3545,162.9242,139.6495,138.3695,135.1375,118.8779,113.3324,73.474,83.35522,33.54251,62.99363,40.17072,24.83346,20.23431,2800.085,39.8161,0.590625,"Z",281.5807,66.49654,4.445611
"3",06/02/2018 14:50:01,"2018-06-02 14:50:01","2018-06-02 14:50:01.940",940,-0.7688549,-0.1397877,5.106147,56.79315,72.88614,127.9803,144.1967,162.7572,139.5054,138.252,135.0106,118.8235,113.2797,73.4327,83.31769,33.54498,62.97191,40.16747,24.83393,20.23481,2799.434,39.80603,0.590625,"Z",281.5829,66.50005,4.439662
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.003",3,-0.9785607,-0.2096819,5.098764,56.69319,72.73827,127.7203,143.8795,162.4317,139.2788,138.0161,134.7959,118.6123,113.0916,73.30531,83.1834,33.49292,62.88993,40.12004,24.80656,20.21381,2793.889,39.8208,0.590625,"Z",281.5829,66.50005,4.433243
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.065",65,-0.7688549,-0.3494712,5.092673,56.64954,72.67444,127.5513,143.7458,162.2933,139.0853,137.8791,134.6728,118.5616,113.0243,73.27639,83.15781,33.4835,62.82583,40.08977,24.79505,20.1962,2794.327,39.81916,0.590625,"Z",281.5829,66.50005,4.427947
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.133",133,-0.8387555,-0.4892626,5.09108,56.58044,72.60243,127.5227,143.6276,162.1882,139.1369,137.8932,134.5929,118.4931,113.0274,73.23981,83.13462,33.48062,62.88945,40.1307,24.80487,20.22297,2791.107,39.80718,0.590625,"Z",281.5829,66.50005,4.426561
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.199",199,-0.9785607,-0.6290568,5.07228,56.38976,72.32877,126.9815,143.049,161.5597,138.6053,137.4104,134.1715,118.1296,112.6769,73.02641,82.91443,33.39902,62.72636,40.03957,24.7573,20.18196,2782.524,39.82941,0.590625,"Z",281.5829,66.50005,4.410216
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.264",264,-0.9785607,-0.7688549,5.068514,56.29148,72.1703,126.6304,142.7448,161.1611,138.3263,137.0505,133.9302,117.8871,112.4147,72.88954,82.75668,33.3376,62.60154,39.94336,24.71917,20.13323,2777.037,39.81451,0.590625,"Z",281.5829,66.50005,4.406941
"3",06/02/2018 14:50:02,"2018-06-02 14:50:02","2018-06-02 14:50:02.330",330,-0.9785607,-0.8387555,5.083598,56.49757,72.46004,127.1722,143.3358,161.873,138.8564,137.6184,134.4311,118.3542,112.8497,73.15636,83.04763,33.45255,62.78937,40.07785,24.78794,20.19962,2787.631,39.81573,0.590625,"Z",281.5829,66.50005,4.420056
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.563",563,0.06989381,-1.048466,5.144559,57.23104,73.57658,129.3054,145.6165,164.5101,140.9271,139.6637,136.4087,120.0106,114.3837,74.18542,84.15289,33.86277,63.64363,40.59441,25.09314,20.44818,2829.731,39.85082,1.996875,"T",281.5883,66.50886,5.144559
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.622",622,0.06989381,-0.8387555,5.147415,57.26655,73.58838,129.2755,145.6893,164.4465,140.896,139.6212,136.3311,119.9784,114.3665,74.12439,84.09028,33.83012,63.56887,40.55308,25.06602,20.41914,2826.418,39.83518,2.348438,"T",281.5883,66.50886,5.147415
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.694",694,0.06989381,-0.6989553,5.143675,57.26971,73.58641,129.2732,145.694,164.4599,140.9069,139.6507,136.3514,120.0038,114.3884,74.13538,84.11416,33.83052,63.58473,40.56398,25.07801,20.42605,2827.424,39.82721,2.7,"T",281.5883,66.50886,5.143675
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.753",753,0.1397877,-0.6290568,5.149539,57.32422,73.68532,129.4487,145.8944,164.722,141.1288,139.8617,136.5695,120.178,114.5837,74.25975,84.24807,33.88771,63.69231,40.63025,25.1171,20.46213,2831.922,39.82557,3.051563,"T",281.5883,66.50886,5.149539
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.818",818,0,-0.4892626,5.151836,57.3591,73.72116,129.5457,145.9743,164.8505,141.2523,139.9881,136.6904,120.3247,114.6831,74.32642,84.32902,33.91852,63.75311,40.67439,25.14641,20.48331,2834.622,39.83447,3.403125,"T",281.5883,66.50886,5.151836
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.884",884,-0.06989381,-0.3494712,5.153842,57.39731,73.79337,129.6358,146.1737,165.0565,141.4407,140.182,136.8744,120.4633,114.8311,74.42489,84.44349,33.96463,63.84078,40.73188,25.18464,20.51316,2837.878,39.84438,3.754688,"T",281.5883,66.50886,5.153842
"3",06/02/2018 14:50:04,"2018-06-02 14:50:04","2018-06-02 14:50:04.949",949,0.06989381,-0.1397877,5.159428,57.46239,73.88859,129.8448,146.3776,165.2882,141.611,140.3536,137.0535,120.6307,114.9935,74.52063,84.5347,34.00567,63.92656,40.77909,25.21055,20.54029,2841.294,39.84222,4.10625,"T",281.5883,66.50886,5.159428
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.020",20,-0.1397877,0,5.159139,57.45516,73.89782,129.8518,146.3451,165.2769,141.6447,140.3465,137.0629,120.6128,114.9758,74.52244,84.56795,34.01264,63.92595,40.79237,25.22043,20.54022,2840.795,39.84047,4.457812,"T",281.5883,66.50886,5.159139
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.080",80,-0.2795763,0,5.157293,57.42593,73.83209,129.7302,146.2746,165.132,141.4913,140.2547,136.9261,120.5311,114.8925,74.46175,84.49129,33.97701,63.87674,40.75142,25.19982,20.52486,2839.497,39.85044,4.809375,"T",281.5883,66.50886,5.157293
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.151",151,-0.2096819,0.2096819,5.161761,57.47962,73.92735,129.8838,146.4187,165.3496,141.6911,140.4148,137.1059,120.666,115.0188,74.54774,84.58442,34.01831,63.9502,40.80327,25.22758,20.54669,2842.692,39.8463,5.160937,"T",281.5883,66.50886,5.161761
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.211",211,-0.3494712,0.4193665,5.162046,57.49457,73.95626,129.9609,146.543,165.5338,141.8674,140.6096,137.3076,120.8567,115.2162,74.67835,84.73477,34.07793,64.07886,40.88376,25.28212,20.59418,2845.842,39.84514,5.5125,"T",281.5883,66.50886,5.162046
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.276",276,-0.3494712,0.6290568,5.150509,57.31668,73.71623,129.5236,146.011,165.0036,141.4789,140.196,136.9584,120.5289,114.9303,74.5106,84.54368,34.01296,63.96429,40.82778,25.24075,20.56657,2837.13,39.84135,5.864062,"T",281.5883,66.50886,5.150509
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.347",347,-0.4892626,0.6989553,5.149429,57.3776,73.78143,129.6915,146.2335,165.2072,141.7015,140.4432,137.1419,120.7293,115.1103,74.61156,84.69548,34.0587,64.0522,40.89385,25.2893,20.59532,2844.279,39.86049,6.215625,"T",281.5883,66.50886,5.149429
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.406",406,-0.7688549,0.7688549,5.158761,57.45195,73.90485,129.9081,146.4841,165.4753,141.8714,140.6251,137.3343,120.8852,115.2559,74.71056,84.78054,34.09268,64.12513,40.92463,25.30792,20.61368,2846.846,39.85043,6.567187,"T",281.5883,66.50886,5.158761
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.472",472,-0.7688549,0.9086576,5.158976,57.47206,73.9315,129.9429,146.5394,165.5428,141.9599,140.6725,137.3843,120.9272,115.2929,74.73047,84.81966,34.10007,64.13954,40.94499,25.31581,20.61702,2848.522,39.82979,6.91875,"T",281.5883,66.50886,5.158976
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.535",535,-0.7688549,1.118372,5.162747,57.53251,74.01476,130.116,146.7205,165.7526,142.1173,140.8531,137.5401,121.0718,115.4303,74.81608,84.91468,34.13328,64.21047,40.98438,25.33877,20.63848,2852.064,39.85743,7.270312,"T",281.5883,66.50886,5.162747
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.604",604,-0.9086576,1.18828,5.169792,57.59149,74.1041,130.2579,146.9157,165.957,142.2978,141.0209,137.6873,121.2082,115.5568,74.89653,85.00163,34.16344,64.27341,41.0256,25.36456,20.6558,2855.589,39.84618,7.621875,"T",281.5905,66.51234,5.169792
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.669",669,-1.048466,1.328101,5.171191,57.62841,74.17853,130.4084,147.0453,166.1485,142.4064,141.1438,137.8434,121.3226,115.6642,74.97294,85.06973,34.19822,64.33994,41.05548,25.38627,20.67421,2857.14,39.84848,7.973437,"T",281.5905,66.51234,5.171191
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.734",734,-1.25819,1.46793,5.170217,57.60927,74.15759,130.351,146.9951,166.0797,142.3935,141.1172,137.8153,121.3013,115.645,74.95753,85.06817,34.18939,64.32674,41.06161,25.38641,20.67213,2857.435,39.83181,8.325,"T",281.5905,66.51234,5.170217
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.800",800,-1.25819,1.46793,5.169708,57.62712,74.18855,130.4403,147.1177,166.2257,142.5324,141.2555,137.955,121.4244,115.7753,75.04189,85.16359,34.22867,64.40948,41.11469,25.41887,20.70018,2859.985,39.85962,8.676562,"T",281.5905,66.51234,5.169708
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.871",871,-1.398015,1.537848,5.163084,57.56412,74.09278,130.2901,146.9766,166.0765,142.4364,141.187,137.8914,121.386,115.7522,75.03866,85.15055,34.22705,64.42367,41.1207,25.42772,20.71013,2857.993,39.85362,9.028125,"T",281.5905,66.51234,5.163084
"3",06/02/2018 14:50:05,"2018-06-02 14:50:05","2018-06-02 14:50:05.930",930,-1.398015,1.817544,5.155531,57.48926,73.99888,130.12,146.757,165.9453,142.4044,141.1493,137.8717,121.3841,115.7629,75.04096,85.19271,34.24437,64.45805,41.16099,25.45837,20.73101,2857.841,39.84445,9.379687,"T",281.5905,66.51234,5.155531
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.002",2,-1.398015,1.957407,5.149792,57.41082,73.89357,129.9505,146.57,165.7426,142.2496,140.9921,137.7374,121.2567,115.6573,74.97855,85.12284,34.21909,64.41546,41.13667,25.44272,20.72006,2854.595,39.83887,9.73125,"T",281.5905,66.51234,5.149792
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.062",62,-1.677691,1.887474,5.137804,57.27601,73.70139,129.6216,146.231,165.4045,142.027,140.7829,137.5685,121.1051,115.5315,74.90791,85.06294,34.20625,64.39029,41.13134,25.44258,20.72267,2850.472,39.84072,10.08281,"T",281.5905,66.51234,5.137804
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.133",133,-1.957407,1.887474,5.120439,57.09877,73.42018,129.181,145.6364,164.7583,141.5745,140.4249,137.1061,120.8171,115.281,74.75,84.86952,34.11585,64.29439,41.05739,25.4081,20.69902,2841.444,39.842,10.43437,"T",281.5905,66.51234,5.120439
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.193",193,-2.027343,2.027343,5.124125,57.11082,73.50224,129.2218,145.8502,165.0369,141.7608,140.5146,137.3613,120.9149,115.3727,74.7933,84.97144,34.18102,64.33413,41.11102,25.4361,20.71659,2845.964,39.85051,10.78594,"T",281.5905,66.51234,5.124125
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.258",258,-1.957407,2.097282,5.123279,57.08484,73.45573,129.166,145.7295,164.8806,141.6361,140.3964,137.2027,120.802,115.2553,74.72343,84.88246,34.1358,64.27422,41.06208,25.40365,20.68853,2843.224,39.83482,11.1375,"T",281.5905,66.51234,5.123279
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.323",323,-2.027343,2.167225,5.126015,57.14772,73.54291,129.3448,145.9254,165.0922,141.7996,140.5544,137.3488,120.9517,115.397,74.80666,84.96478,34.16843,64.32526,41.09497,25.42243,20.70177,2846.033,39.84812,11.48906,"T",281.5905,66.51234,5.126015
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.388",388,-2.097282,2.167225,5.133481,57.22092,73.68362,129.5552,146.2115,165.4657,142.094,140.8891,137.6575,121.1714,115.604,74.98026,85.12109,34.24026,64.46961,41.16986,25.46223,20.746,2853.16,39.85018,11.84062,"T",281.5905,66.51234,5.133481
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.458",458,-2.167225,2.097282,5.14223,57.29967,73.79256,129.7984,146.47,165.7576,142.351,141.1404,137.8993,121.4345,115.8449,75.11366,85.2755,34.30006,64.58266,41.2439,25.50826,20.77667,2858.325,39.85876,12.19219,"T",281.5905,66.51234,5.14223
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.520",520,-2.307119,2.097282,5.143618,57.33513,73.84197,129.9077,146.6039,165.8871,142.4664,141.2382,137.9988,121.513,115.9286,75.16875,85.34048,34.32724,64.62708,41.27199,25.52957,20.7906,2859.726,39.86326,12.54375,"T",281.5905,66.51234,5.143618
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.585",585,-2.23717,2.097282,5.1578,57.49392,74.08579,130.3342,147.1302,166.4587,142.9163,141.6948,138.4153,121.8833,116.2715,75.38487,85.56509,34.41415,64.78461,41.36509,25.5797,20.82971,2869.666,39.84725,12.89531,"T",281.5905,66.51234,5.1578
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.649",649,-2.23717,2.027343,5.161709,57.53483,74.15137,130.4639,147.2674,166.5569,142.967,141.7253,138.437,121.895,116.2725,75.38515,85.5593,34.40615,64.76658,41.34982,25.5642,20.8164,2869.548,39.84933,13.24687,"T",281.5926,66.51586,5.161709
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.715",715,-2.377071,2.097282,5.156547,57.5347,74.14816,130.4976,147.2847,166.6644,143.1134,141.8908,138.6154,122.0675,116.4489,75.50211,85.68725,34.46942,64.88738,41.42421,25.61307,20.86148,2873.3,39.85377,13.59844,"T",281.5926,66.51586,5.156547
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.780",780,-2.447027,1.957407,5.154316,57.48307,74.09367,130.3783,147.1323,166.5028,142.9712,141.6911,138.4295,121.8829,116.262,75.38548,85.59092,34.4161,64.77804,41.36951,25.57133,20.81959,2868.145,39.84921,13.95,"T",281.5926,66.51586,5.154316
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.852",852,-2.516986,1.887474,5.153348,57.46257,74.0608,130.3412,147.1124,166.454,142.9214,141.6618,138.3926,121.8601,116.2447,75.3709,85.56005,34.40945,64.76834,41.35528,25.56623,20.81436,2867.973,39.85513,14.30156,"T",281.5926,66.51586,5.153348
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.912",912,-2.58695,1.887474,5.146943,57.36506,73.963,130.1136,146.8891,166.278,142.8186,141.5395,138.2966,121.7647,116.1674,75.32257,85.52962,34.40001,64.74825,41.35175,25.56233,20.81204,2864.845,39.86492,14.65312,"T",281.5926,66.51586,5.146943
"3",06/02/2018 14:50:06,"2018-06-02 14:50:06","2018-06-02 14:50:06.977",977,-2.516986,1.887474,5.132818,57.24451,73.77995,129.875,146.6032,166.0182,142.6906,141.4653,138.2346,121.7529,116.1879,75.34463,85.54326,34.42333,64.81105,41.39053,25.60104,20.84416,2864.959,39.85176,15.00469,"T",281.5926,66.51586,5.132818
