#Wavelength,Es305,Es340,Es380,Es412,Es443,Es510,Es610,Es625,Es665,Es694,Es750,Es765,Es875,Es940,Es1020,Es1245,Es1550,Es1640,Es0
566.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640954219
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64226375
567.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643570967
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644875892
568.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646178547
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647478952
569.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648777125
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650073087
570.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651366852
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652658437
571.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653947858
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655235129
572.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656520266
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657803283
573.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659084194
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660363012
574.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66163975
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662914418
575.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664187027
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665457587
576.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666726107
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667992603
577.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66925709
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670519591
578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671780127
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673038723
579.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674295402
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675550188
580.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676803105
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678054176
581.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679303426
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680550879
582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681796558
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683040486
583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684282685
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685523173
584.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68676197
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687999094
585.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689234559
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690468379
586.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691700566
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69293113
587.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694160077
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695387412
588.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696613139
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697837258
589.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699059769
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70028067
590.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701499958
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702717629
591.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70393368
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705148105
592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706360901
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707572062
593.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708781582
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709989453
594.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711195667
595,0,0,0,0,0,0,0.000106,0,0,0,0,0,0,0,0,0,0,0,0.712400214
595.5,0,0,0,0,0,0,0.000229,0,0,0,0,0,0,0,0,0,0,0,0.713603081
596,0,0,0,0,0,0,0.000413,0,0,0,0,0,0,0,0,0,0,0,0.714804252
596.5,0,0,0,0,0,0,0.000453,0,0,0,0,0,0,0,0,0,0,0,0.71600371
597,0,0,0,0,0,0,0.000486,0,0,0,0,0,0,0,0,0,0,0,0.717201435
597.5,0,0,0,0,0,0,0.000604,0,0,0,0,0,0,0,0,0,0,0,0.718397405
598,0,0,0,0,0,0,0.000753,0,0,0,0,0,0,0,0,0,0,0,0.719591598
598.5,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0.720783987
599,0,0,0,0,0,0,0.001095,0,0,0,0,0,0,0,0,0,0,0,0.721974548
599.5,0,0,0,0,0,0,0.001455,0,0,0,0,0,0,0,0,0,0,0,0.723163251
600,0,0,0,0,0,0,0.002285,0,0,0,0,0,0,0,0,0,0,0,0.724350069
600.5,0,0,0,0,0,0,0.004132,0,0,0,0,0,0,0,0,0,0,0,0.725534968
601,0,0,0,0,0,0,0.007496,0,0,0,0,0,0,0,0,0,0,0,0.726717914
601.5,0,0,0,0,0,0,0.013069,0,0,0,0,0,0,0,0,0,0,0,0.727898874
602,0,0,0,0,0,0,0.023172,0,0,0,0,0,0,0,0,0,0,0,0.729077809
602.5,0,0,0,0,0,0,0.0422,0,0,0,0,0,0,0,0,0,0,0,0.730254683
603,0,0,0,0,0,0,0.07582,0,0,0,0,0,0,0,0,0,0,0,0.73142946
603.5,0,0,0,0,0,0,0.130402,0,0,0,0,0,0,0,0,0,0,0,0.732602103
604,0,0,0,0,0,0,0.210976,0,0,0,0,0,0,0,0,0,0,0,0.733772576
604.5,0,0,0,0,0,0,0.320386,0,0,0,0,0,0,0,0,0,0,0,0.734940842
605,0,0,0,0,0,0,0.46176,0,0,0,0,0,0,0,0,0,0,0,0.736106864
605.5,0,0,0,0,0,0,0.621058,0,0,0,0,0,0,0,0,0,0,0,0.737270606
606,0,0,0,0,0,0,0.74618,0,0,0,0,0,0,0,0,0,0,0,0.738432034
606.5,0,0,0,0,0,0,0.805516,0,0,0,0,0,0,0,0,0,0,0,0.739591117
607,0,0,0,0,0,0,0.824767,0,0,0,0,0,0,0,0,0,0,0,0.740747821
607.5,0,0,0,0,0,0,0.830543,0,0,0,0,0,0,0,0,0,0,0,0.741902118
608,0,0,0,0,0,0,0.838792,0,0,0,0,0,0,0,0,0,0,0,0.743053979
608.5,0,0,0,0,0,0,0.857212,0,0,0,0,0,0,0,0,0,0,0,0.744203377
609,0,0,0,0,0,0,0.886243,0,0,0,0,0,0,0,0,0,0,0,0.745350285
609.5,0,0,0,0,0,0,0.922148,0,0,0,0,0,0,0,0,0,0,0,0.746494675
610,0,0,0,0,0,0,0.955184,0,0,0,0,0,0,0,0,0,0,0,0.74763652
610.5,0,0,0,0,0,0,0.979567,0,0,0,0,0,0,0,0,0,0,0,0.748775794
611,0,0,0,0,0,0,0.993811,0,0,0,0,0,0,0,0,0,0,0,0.74991247
611.5,0,0,0,0,0,0,0.999191,0,0,0,0,0,0,0,0,0,0,0,0.751046522
612,0,0,0,0,0,0,0.999935,0.000254,0,0,0,0,0,0,0,0,0,0,0.752177924
612.5,0,0,0,0,0,0,0.997797,0.00056,0,0,0,0,0,0,0,0,0,0,0.753306651
613,0,0,0,0,0,0,0.992382,0.000875,0,0,0,0,0,0,0,0,0,0,0.75443268
613.5,0,0,0,0,0,0,0.980456,0.000914,0,0,0,0,0,0,0,0,0,0,0.755555987
614,0,0,0,0,0,0,0.956783,0.001042,0,0,0,0,0,0,0,0,0,0,0.756676547
614.5,0,0,0,0,0,0,0.919946,0.001472,0,0,0,0,0,0,0,0,0,0,0.757794336
615,0,0,0,0,0,0,0.871217,0.002048,0,0,0,0,0,0,0,0,0,0,0.758909329
615.5,0,0,0,0,0,0,0.78728,0.002755,0,0,0,0,0,0,0,0,0,0,0.760021499
616,0,0,0,0,0,0,0.638736,0.004335,0,0,0,0,0,0,0,0,0,0,0.761130818
616.5,0,0,0,0,0,0,0.460927,0.00815,0,0,0,0,0,0,0,0,0,0,0.76223726
617,0,0,0,0,0,0,0.307294,0.015666,0,0,0,0,0,0,0,0,0,0,0.763340799
617.5,0,0,0,0,0,0,0.19021,0.028735,0,0,0,0,0,0,0,0,0,0,0.764441407
618,0,0,0,0,0,0,0.106627,0.051412,0,0,0,0,0,0,0,0,0,0,0.765539064
618.5,0,0,0,0,0,0,0.055384,0.089651,0,0,0,0,0,0,0,0,0,0,0.766633747
619,0,0,0,0,0,0,0.028477,0.148654,0,0,0,0,0,0,0,0,0,0,0.767725437
619.5,0,0,0,0,0,0,0.014909,0.231933,0,0,0,0,0,0,0,0,0,0,0.768814118
620,0,0,0,0,0,0,0.007895,0.34184,0,0,0,0,0,0,0,0,0,0,0.769899775
620.5,0,0,0,0,0,0,0.004429,0.475412,0,0,0,0,0,0,0,0,0,0,0.770982396
621,0,0,0,0,0,0,0.002885,0.620094,0,0,0,0,0,0,0,0,0,0,0.772061973
621.5,0,0,0,0,0,0,0.002025,0.759095,0,0,0,0,0,0,0,0,0,0,0.773138498
622,0,0,0,0,0,0,0.001234,0.878247,0,0,0,0,0,0,0,0,0,0,0.774211964
622.5,0,0,0,0,0,0,0.000669,0.962771,0,0,0,0,0,0,0,0,0,0,0.77528237
623,0,0,0,0,0,0,0.000405,0.998462,0,0,0,0,0,0,0,0,0,0,0.776349715
623.5,0,0,0,0,0,0,0.000237,0.994694,0,0,0,0,0,0,0,0,0,0,0.777414002
624,0,0,0,0,0,0,8.50E-05,0.982311,0,0,0,0,0,0,0,0,0,0,0.778475238
624.5,0,0,0,0,0,0,3.40E-05,0.975945,0,0,0,0,0,0,0,0,0,0,0.779533427
625,0,0,0,0,0,0,6.80E-05,0.975362,0,0,0,0,0,0,0,0,0,0,0.780588576
625.5,0,0,0,0,0,0,0,0.978549,0,0,0,0,0,0,0,0,0,0,0.781640688
626,0,0,0,0,0,0,0,0.981827,0,0,0,0,0,0,0,0,0,0,0.782689763
626.5,0,0,0,0,0,0,0,0.985267,0,0,0,0,0,0,0,0,0,0,0.783735799
627,0,0,0,0,0,0,0,0.992117,0,0,0,0,0,0,0,0,0,0,0.784778792
627.5,0,0,0,0,0,0,0,0.993814,0,0,0,0,0,0,0,0,0,0,0.785818736
628,0,0,0,0,0,0,0,0.970657,0,0,0,0,0,0,0,0,0,0,0.786855621
628.5,0,0,0,0,0,0,0,0.915546,0,0,0,0,0,0,0,0,0,0,0.787889437
629,0,0,0,0,0,0,0,0.833804,0,0,0,0,0,0,0,0,0,0,0.788920172
629.5,0,0,0,0,0,0,0,0.729278,0,0,0,0,0,0,0,0,0,0,0.789947809
630,0,0,0,0,0,0,0,0.606467,0,0,0,0,0,0,0,0,0,0,0.790972332
630.5,0,0,0,0,0,0,0,0.477258,0,0,0,0,0,0,0,0,0,0,0.791993725
631,0,0,0,0,0,0,0,0.355421,0,0,0,0,0,0,0,0,0,0,0.793011968
631.5,0,0,0,0,0,0,0,0.249968,0,0,0,0,0,0,0,0,0,0,0.794027044
632,0,0,0,0,0,0,0,0.165492,0,0,0,0,0,0,0,0,0,0,0.795038932
632.5,0,0,0,0,0,0,0,0.105942,0,0,0,0,0,0,0,0,0,0,0.796047613
633,0,0,0,0,0,0,0,0.069062,0,0,0,0,0,0,0,0,0,0,0.797053066
633.5,0,0,0,0,0,0,0,0.044418,0,0,0,0,0,0,0,0,0,0,0.798055274
634,0,0,0,0,0,0,0,0.025452,0,0,0,0,0,0,0,0,0,0,0.799054217
634.5,0,0,0,0,0,0,0,0.013477,0,0,0,0,0,0,0,0,0,0,0.800049883
635,0,0,0,0,0,0,0,0.007699,0,0,0,0,0,0,0,0,0,0,0.801042261
635.5,0,0,0,0,0,0,0,0.00475,0,0,0,0,0,0,0,0,0,0,0.802031346
636,0,0,0,0,0,0,0,0.002773,0,0,0,0,0,0,0,0,0,0,0.803017136
636.5,0,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0.803999631
637,0,0,0,0,0,0,0,0.001405,0,0,0,0,0,0,0,0,0,0,0.804978835
637.5,0,0,0,0,0,0,0,0.001266,0,0,0,0,0,0,0,0,0,0,0.805954755
638,0,0,0,0,0,0,0,0.000614,0,0,0,0,0,0,0,0,0,0,0.806927403
638.5,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0.807896795
639,0,0,0,0,0,0,0,0.000289,0,0,0,0,0,0,0,0,0,0,0.808862953
639.5,0,0,0,0,0,0,0,0.000581,0,0,0,0,0,0,0,0,0,0,0.809825898
640,0,0,0,0,0,0,0,0.000204,0,0,0,0,0,0,0,0,0,0,0.810785659
640.5,0,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0.811742262
641,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0.812695741
641.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813646129
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814593464
642.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815537784
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81647913
643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817417545
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818353074
644.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819285766
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820215668
645.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821142832
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822067312
646.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822989162
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823908435
647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824825186
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82573947
648.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826651347
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827560881
649.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828468137
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829373187
650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830276108
651,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0.831176981
651.5,0,0,0,0,0,0,0,0,0.000733,0,0,0,0,0,0,0,0,0,0.832075891
652,0,0,0,0,0,0,0,0,0.000467,0,0,0,0,0,0,0,0,0,0.832972925
652.5,0,0,0,0,0,0,0,0,0.000702,0,0,0,0,0,0,0,0,0,0.833868175
653,0,0,0,0,0,0,0,0,0.000983,0,0,0,0,0,0,0,0,0,0.834761733
653.5,0,0,0,0,0,0,0,0,0.000996,0,0,0,0,0,0,0,0,0,0.835653696
654,0,0,0,0,0,0,0,0,0.001085,0,0,0,0,0,0,0,0,0,0.836544166
654.5,0,0,0,0,0,0,0,0,0.001432,0,0,0,0,0,0,0,0,0,0.837433245
655,0,0,0,0,0,0,0,0,0.002007,0,0,0,0,0,0,0,0,0,0.838321037
655.5,0,0,0,0,0,0,0,0,0.002872,0,0,0,0,0,0,0,0,0,0.839207648
656,0,0,0,0,0,0,0,0,0.00441,0,0,0,0,0,0,0,0,0,0.84009319
656.5,0,0,0,0,0,0,0,0,0.007381,0,0,0,0,0,0,0,0,0,0.840977772
657,0,0,0,0,0,0,0,0,0.01318,0,0,0,0,0,0,0,0,0,0.841861505
657.5,0,0,0,0,0,0,0,0,0.024201,0,0,0,0,0,0,0,0,0,0.842744502
658,0,0,0,0,0,0,0,0,0.043477,0,0,0,0,0,0,0,0,0,0.843626874
658.5,0,0,0,0,0,0,0,0,0.07503,0,0,0,0,0,0,0,0,0,0.844508735
659,0,0,0,0,0,0,0,0,0.125807,0,0,0,0,0,0,0,0,0,0.8453902
659.5,0,0,0,0,0,0,0,0,0.203635,0,0,0,0,0,0,0,0,0,0.846271386
660,0,0,0,0,0,0,0,0,0.31081,0,0,0,0,0,0,0,0,0,0.847152411
660.5,0,0,0,0,0,0,0,0,0.442209,0,0,0,0,0,0,0,0,0,0.848033395
661,0,0,0,0,0,0,0,0,0.586498,0,0,0,0,0,0,0,0,0,0.848914457
661.5,0,0,0,0,0,0,0,0,0.727918,0,0,0,0,0,0,0,0,0,0.849795711
662,0,0,0,0,0,0,0,0,0.851232,0,0,0,0,0,0,0,0,0,0.850677269
662.5,0,0,0,0,0,0,0,0,0.941226,0,0,0,0,0,0,0,0,0,0.851559235
663,0,0,0,0,0,0,0,0,0.984925,0,0,0,0,0,0,0,0,0,0.852441709
663.5,0,0,0,0,0,0,0,0,0.992311,0,0,0,0,0,0,0,0,0,0.853324785
664,0,0,0,0,0,0,0,0,0.993726,0,0,0,0,0,0,0,0,0,0.854208553
664.5,0,0,0,0,0,0,0,0,0.998964,0,0,0,0,0,0,0,0,0,0.855093099
665,0,0,0,0,0,0,0,0,0.998996,0,0,0,0,0,0,0,0,0,0.855978503
665.5,0,0,0,0,0,0,0,0,0.99265,0,0,0,0,0,0,0,0,0,0.856864842
666,0,0,0,0,0,0,0,0,0.985507,0,0,0,0,0,0,0,0,0,0.857752193
666.5,0,0,0,0,0,0,0,0,0.977357,0,0,0,0,0,0,0,0,0,0.858640625
667,0,0,0,0,0,0,0,0,0.962905,0,0,0,0,0,0,0,0,0,0.859530207
667.5,0,0,0,0,0,0,0,0,0.939482,0,0,0,0,0,0,0,0,0,0.860421004
668,0,0,0,0,0,0,0,0,0.907114,0,0,0,0,0,0,0,0,0,0.861313081
668.5,0,0,0,0,0,0,0,0,0.867097,0,0,0,0,0,0,0,0,0,0.862206496
669,0,0,0,0,0,0,0,0,0.821228,0,0,0,0,0,0,0,0,0,0.86310131
669.5,0,0,0,0,0,0,0,0,0.752836,0,0,0,0,0,0,0,0,0,0.863997579
670,0,0,0,0,0,0,0,0,0.639131,0,0,0,0,0,0,0,0,0,0.864895355
670.5,0,0,0,0,0,0,0,0,0.498548,0,0,0,0,0,0,0,0,0,0.86579469
671,0,0,0,0,0,0,0,0,0.365393,0,0,0,0,0,0,0,0,0,0.866695632
671.5,0,0,0,0,0,0,0,0,0.246216,0,0,0,0,0,0,0,0,0,0.867598229
672,0,0,0,0,0,0,0,0,0.143802,0,0,0,0,0,0,0,0,0,0.868502524
672.5,0,0,0,0,0,0,0,0,0.071156,0,0,0,0,0,0,0,0,0,0.869408562
673,0,0,0,0,0,0,0,0,0.030161,0,0,0,0,0,0,0,0,0,0.870316383
673.5,0,0,0,0,0,0,0,0,0.011579,0,0,0,0,0,0,0,0,0,0.871226027
674,0,0,0,0,0,0,0,0,0.004411,0,0,0,0,0,0,0,0,0,0.872137532
674.5,0,0,0,0,0,0,0,0,0.001833,0,0,0,0,0,0,0,0,0,0.873050939
675,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0.873966289
675.5,0,0,0,0,0,0,0,0,0.000553,0,0,0,0,0,0,0,0,0,0.874883623
676,0,0,0,0,0,0,0,0,0.000403,0,0,0,0,0,0,0,0,0,0.875802979
676.5,0,0,0,0,0,0,0,0,0.000307,0,0,0,0,0,0,0,0,0,0.876724392
677,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.877647892
677.5,0,0,0,0,0,0,0,0,0.000126,0,0,0,0,0,0,0,0,0,0.878573502
678,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0,0,0,0,0,0.879501241
678.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880431119
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881363141
679.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882297302
680,0,0,0,0,0,0,0,0,0,0.000228,0,0,0,0,0,0,0,0,0.88323359
680.5,0,0,0,0,0,0,0,0,0,0.000486,0,0,0,0,0,0,0,0,0.884171984
681,0,0,0,0,0,0,0,0,0,0.001034,0,0,0,0,0,0,0,0,0.885112456
681.5,0,0,0,0,0,0,0,0,0,0.001252,0,0,0,0,0,0,0,0,0.886054969
682,0,0,0,0,0,0,0,0,0,0.001301,0,0,0,0,0,0,0,0,0.886999477
682.5,0,0,0,0,0,0,0,0,0,0.001424,0,0,0,0,0,0,0,0,0.887945929
683,0,0,0,0,0,0,0,0,0,0.001669,0,0,0,0,0,0,0,0,0.888894267
683.5,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0.88984443
684,0,0,0,0,0,0,0,0,0,0.002446,0,0,0,0,0,0,0,0,0.890796354
684.5,0,0,0,0,0,0,0,0,0,0.00297,0,0,0,0,0,0,0,0,0.891749973
685,0,0,0,0,0,0,0,0,0,0.004179,0,0,0,0,0,0,0,0,0.892705223
685.5,0,0,0,0,0,0,0,0,0,0.007283,0,0,0,0,0,0,0,0,0.893662037
686,0,0,0,0,0,0,0,0,0,0.015364,0,0,0,0,0,0,0,0,0.894620344
686.5,0,0,0,0,0,0,0,0,0,0.035423,0,0,0,0,0,0,0,0,0.895580073
687,0,0,0,0,0,0,0,0,0,0.075521,0,0,0,0,0,0,0,0,0.896541148
687.5,0,0,0,0,0,0,0,0,0,0.140074,0,0,0,0,0,0,0,0,0.897503494
688,0,0,0,0,0,0,0,0,0,0.234822,0,0,0,0,0,0,0,0,0.898467032
688.5,0,0,0,0,0,0,0,0,0,0.361104,0,0,0,0,0,0,0,0,0.899431686
689,0,0,0,0,0,0,0,0,0,0.505731,0,0,0,0,0,0,0,0,0.900397376
689.5,0,0,0,0,0,0,0,0,0,0.649686,0,0,0,0,0,0,0,0,0.901364025
690,0,0,0,0,0,0,0,0,0,0.78058,0,0,0,0,0,0,0,0,0.902331555
690.5,0,0,0,0,0,0,0,0,0,0.882134,0,0,0,0,0,0,0,0,0.90329989
691,0,0,0,0,0,0,0,0,0,0.932215,0,0,0,0,0,0,0,0,0.904268954
691.5,0,0,0,0,0,0,0,0,0,0.941122,0,0,0,0,0,0,0,0,0.90523867
692,0,0,0,0,0,0,0,0,0,0.949318,0,0,0,0,0,0,0,0,0.906208966
692.5,0,0,0,0,0,0,0,0,0,0.969162,0,0,0,0,0,0,0,0,0.907179766
693,0,0,0,0,0,0,0,0,0,0.987572,0,0,0,0,0,0,0,0,0.908150993
693.5,0,0,0,0,0,0,0,0,0,0.997977,0,0,0,0,0,0,0,0,0.90912257
694,0,0,0,0,0,0,0,0,0,0.99968,0,0,0,0,0,0,0,0,0.910094418
694.5,0,0,0,0,0,0,0,0,0,0.995405,0,0,0,0,0,0,0,0,0.911066453
695,0,0,0,0,0,0,0,0,0,0.990599,0,0,0,0,0,0,0,0,0.91203859
695.5,0,0,0,0,0,0,0,0,0,0.980713,0,0,0,0,0,0,0,0,0.913010738
696,0,0,0,0,0,0,0,0,0,0.953377,0,0,0,0,0,0,0,0,0.9139828
696.5,0,0,0,0,0,0,0,0,0,0.900506,0,0,0,0,0,0,0,0,0.914954674
697,0,0,0,0,0,0,0,0,0,0.819167,0,0,0,0,0,0,0,0,0.915926252
697.5,0,0,0,0,0,0,0,0,0,0.706831,0,0,0,0,0,0,0,0,0.916897419
698,0,0,0,0,0,0,0,0,0,0.566536,0,0,0,0,0,0,0,0,0.917868057
698.5,0,0,0,0,0,0,0,0,0,0.412632,0,0,0,0,0,0,0,0,0.918838041
699,0,0,0,0,0,0,0,0,0,0.267067,0,0,0,0,0,0,0,0,0.919807243
699.5,0,0,0,0,0,0,0,0,0,0.151739,0,0,0,0,0,0,0,0,0.920775527
700,0,0,0,0,0,0,0,0,0,0.07509,0,0,0,0,0,0,0,0,0.921742753
700.5,0,0,0,0,0,0,0,0,0,0.029586,0,0,0,0,0,0,0,0,0.922708772
701,0,0,0,0,0,0,0,0,0,0.008144,0,0,0,0,0,0,0,0,0.923673428
701.5,0,0,0,0,0,0,0,0,0,0.002479,0,0,0,0,0,0,0,0,0.924636563
702,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0.92559801
702.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926557597
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927515152
703.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928470494
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92942344
704.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930373803
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931321389
705.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932266004
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933207446
706.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934145509
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935079979
707.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936010639
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936937262
708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937859617
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93877747
709.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939690585
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940598726
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941501663
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94239917
711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943291026
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944177018
712.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945056944
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945930611
