#Wavelength,Es305,Es340,Es380,Es412,Es443,Es510,Es610,Es625,Es665,Es694,Es750,Es765,Es875,Es940,Es1020,Es1245,Es1550,Es1640,Es0
415,0,0,0,0.929342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277734223
415.5,0,0,0,0.897484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27882985
416,0,0,0,0.865263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279924537
416.5,0,0,0,0.79928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281018283
417,0,0,0,0.635162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282111088
417.5,0,0,0,0.398221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283202953
418,0,0,0,0.168331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284293882
418.5,0,0,0,0.05322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285383878
419,0,0,0,0.013672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286472948
419.5,0,0,0,0.006328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287561099
420,0,0,0,0.002687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288648341
420.5,0,0,0,0.001746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289734686
421,0,0,0,0.000762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29082015
421.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291904749
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2929885
422.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294071424
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295153538
423.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296234863
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29731542
424.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29839523
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299474317
425.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300552701
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301630405
426.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302707452
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303783864
427.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304859662
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305934867
428.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307009502
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308083583
429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30915713
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31023016
430.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311302686
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312374724
431.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313446284
432,0,0,0,0,0.002347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314517377
432.5,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315588014
433,0,0,0,0,0.003537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316658203
433.5,0,0,0,0,0.005091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317727953
434,0,0,0,0,0.003296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31879727
434.5,0,0,0,0,0.003589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319866161
435,0,0,0,0,0.003974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320934633
435.5,0,0,0,0,0.009798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322002691
436,0,0,0,0,0.013543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323070341
436.5,0,0,0,0,0.029129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324137586
437,0,0,0,0,0.083448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325204431
437.5,0,0,0,0,0.164148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32627088
438,0,0,0,0,0.304829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327336939
438.5,0,0,0,0,0.495817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328402612
439,0,0,0,0,0.733827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329467909
439.5,0,0,0,0,0.933783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330532836
440,0,0,0,0,0.992679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331597405
440.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332661623
441,0,0,0,0,0.978871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333725501
441.5,0,0,0,0,0.960887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334789049
442,0,0,0,0,0.965865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335852275
442.5,0,0,0,0,0.982543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336915188
443,0,0,0,0,0.976178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337977798
443.5,0,0,0,0,0.965648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339040111
444,0,0,0,0,0.956238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340102136
444.5,0,0,0,0,0.955231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341163877
445,0,0,0,0,0.935189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342225339
445.5,0,0,0,0,0.884068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343286523
446,0,0,0,0,0.785303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344347429
446.5,0,0,0,0,0.639811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345408056
447,0,0,0,0,0.503333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346468401
447.5,0,0,0,0,0.301196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347528459
448,0,0,0,0,0.114344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348588223
448.5,0,0,0,0,0.025664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349647682
449,0,0,0,0,0.011781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350706824
449.5,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35176564
450,0,0,0,0,0.001286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352824119
450.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353882256
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354940054
451.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355997516
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357054651
452.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358111466
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359167968
453.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360224161
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361280047
454.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362335624
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363390885
455.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364445824
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365500423
456.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366554668
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367608541
457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368662024
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369715098
458.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370767748
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371819958
459.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372871716
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37392301
460.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374973831
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376024169
461.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377074016
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378123363
462.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379172207
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380220548
463.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381268391
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382315749
464.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383362638
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384409082
465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385455104
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386500728
466.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387545981
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388590888
467.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389635484
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390679815
468.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391723937
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392767925
469.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393811864
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394855851
470.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395899984
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396944362
471.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397989084
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399034242
472.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400079923
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401126212
473.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402173196
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403220969
474.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404269629
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405319278
475.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406370017
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407421942
476.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408475142
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409529696
477.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410585678
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411643159
478.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412702207
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413762888
479.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414825267
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415889409
480.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416955383
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418023261
481.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419093119
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420165038
482.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421239104
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422315406
483.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423394035
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42447508
484.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425558629
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426644767
485.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427733575
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428825134
486.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42991952
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431016805
487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432117058
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433220345
488.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434326728
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435436264
489.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436549008
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43766501
490.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438784317
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439906976
491.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441033033
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442162535
492.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443295535
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44443209
493.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44557226
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446716109
494.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447863698
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449015088
495.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450170332
496,0,0,0,0,0,0.001678,0,0,0,0,0,0,0,0,0,0,0,0,0.451329477
496.5,0,0,0,0,0,0.000277,0,0,0,0,0,0,0,0,0,0,0,0,0.452492567
497,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0,0,0.45365964
497.5,0,0,0,0,0,0.001004,0,0,0,0,0,0,0,0,0,0,0,0,0.454830736
498,0,0,0,0,0,0.002116,0,0,0,0,0,0,0,0,0,0,0,0,0.456005889
498.5,0,0,0,0,0,0.000878,0,0,0,0,0,0,0,0,0,0,0,0,0.457185135
499,0,0,0,0,0,0.002195,0,0,0,0,0,0,0,0,0,0,0,0,0.458368509
499.5,0,0,0,0,0,0.001982,0,0,0,0,0,0,0,0,0,0,0,0,0.459556043
500,0,0,0,0,0,0.002172,0,0,0,0,0,0,0,0,0,0,0,0,0.460747769
500.5,0,0,0,0,0,0.005971,0,0,0,0,0,0,0,0,0,0,0,0,0.461943715
501,0,0,0,0,0,0.013826,0,0,0,0,0,0,0,0,0,0,0,0,0.463143911
501.5,0,0,0,0,0,0.03065,0,0,0,0,0,0,0,0,0,0,0,0,0.464348382
502,0,0,0,0,0,0.05773,0,0,0,0,0,0,0,0,0,0,0,0,0.465557153
502.5,0,0,0,0,0,0.137327,0,0,0,0,0,0,0,0,0,0,0,0,0.466770249
503,0,0,0,0,0,0.231947,0,0,0,0,0,0,0,0,0,0,0,0,0.467987693
503.5,0,0,0,0,0,0.448149,0,0,0,0,0,0,0,0,0,0,0,0,0.469209507
504,0,0,0,0,0,0.619745,0,0,0,0,0,0,0,0,0,0,0,0,0.470435712
504.5,0,0,0,0,0,0.859448,0,0,0,0,0,0,0,0,0,0,0,0,0.47166633
505,0,0,0,0,0,0.951581,0,0,0,0,0,0,0,0,0,0,0,0,0.472901381
505.5,0,0,0,0,0,0.990887,0,0,0,0,0,0,0,0,0,0,0,0,0.474140884
506,0,0,0,0,0,0.994742,0,0,0,0,0,0,0,0,0,0,0,0,0.475384858
506.5,0,0,0,0,0,0.999974,0,0,0,0,0,0,0,0,0,0,0,0,0.47663332
507,0,0,0,0,0,0.994263,0,0,0,0,0,0,0,0,0,0,0,0,0.477886287
507.5,0,0,0,0,0,0.986015,0,0,0,0,0,0,0,0,0,0,0,0,0.47914377
508,0,0,0,0,0,0.995553,0,0,0,0,0,0,0,0,0,0,0,0,0.480405781
508.5,0,0,0,0,0,0.998753,0,0,0,0,0,0,0,0,0,0,0,0,0.48167233
509,0,0,0,0,0,0.997262,0,0,0,0,0,0,0,0,0,0,0,0,0.482943424
509.5,0,0,0,0,0,0.985835,0,0,0,0,0,0,0,0,0,0,0,0,0.484219066
510,0,0,0,0,0,0.987556,0,0,0,0,0,0,0,0,0,0,0,0,0.485499256
510.5,0,0,0,0,0,0.993015,0,0,0,0,0,0,0,0,0,0,0,0,0.48678399
511,0,0,0,0,0,0.979384,0,0,0,0,0,0,0,0,0,0,0,0,0.48807326
511.5,0,0,0,0,0,0.96278,0,0,0,0,0,0,0,0,0,0,0,0,0.489367055
512,0,0,0,0,0,0.882914,0,0,0,0,0,0,0,0,0,0,0,0,0.490665359
512.5,0,0,0,0,0,0.787579,0,0,0,0,0,0,0,0,0,0,0,0,0.491968155
513,0,0,0,0,0,0.586131,0,0,0,0,0,0,0,0,0,0,0,0,0.493275419
513.5,0,0,0,0,0,0.352028,0,0,0,0,0,0,0,0,0,0,0,0,0.494587127
514,0,0,0,0,0,0.185548,0,0,0,0,0,0,0,0,0,0,0,0,0.495903252
514.5,0,0,0,0,0,0.064105,0,0,0,0,0,0,0,0,0,0,0,0,0.497223762
515,0,0,0,0,0,0.028282,0,0,0,0,0,0,0,0,0,0,0,0,0.498548621
515.5,0,0,0,0,0,0.010919,0,0,0,0,0,0,0,0,0,0,0,0,0.49987779
516,0,0,0,0,0,0.006578,0,0,0,0,0,0,0,0,0,0,0,0,0.501211227
516.5,0,0,0,0,0,0.002444,0,0,0,0,0,0,0,0,0,0,0,0,0.502548882
517,0,0,0,0,0,0.000211,0,0,0,0,0,0,0,0,0,0,0,0,0.503890699
517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505236615
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506586556
518.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507940444
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509298191
519.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510659708
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512024896
520.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513393657
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514765886
521.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516141474
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517520309
522.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518902276
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520287256
523.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521675126
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523065761
524.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524459033
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525854816
525.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52725298
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528653397
526.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530055935
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531460464
527.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532866856
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534274981
528.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53568471
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537095918
529.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53850848
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539922274
530.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541337184
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542753093
531.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54416989
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545587468
532.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547005722
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548424552
533.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54984386
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551263549
534.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552683527
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554103701
535.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555523982
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556944281
536.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55836451
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559784582
537.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561204409
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562623904
538.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56404298
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565461553
539.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566879539
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568296856
540.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569713421
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571129155
541.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572543978
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573957811
542.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575370579
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576782209
543.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578192629
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579601772
544.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581009573
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582415968
545.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583820896
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585224297
546.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586626115
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588026293
547.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589424779
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59082152
548.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592216464
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593609563
549.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595000768
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596390031
550.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597777309
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59916256
551.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600545743
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601926821
552.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603305755
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604682508
553.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606057044
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60742933
554.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608799331
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61016702
555.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611532369
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612895353
556.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614255952
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615614146
557.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616969917
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618323252
558.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619674137
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621022565
559.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622368528
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623712023
560.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625053047
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626391597
561.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627727674
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629061281
562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630392425
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631721112
563.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633047355
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634371165
564.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635692555
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63701154
565.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638328134
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639642354
