#channel[nm] , calibrationfaktor C ,  offset y   ,standart deviation 
#Freal=(Fmess/C) -y
#340     0.961       0.000   0.007
#380     0.827       0.004   0.009
#443     0.927       0.015   0.013
#510     1.047       0.039   0.016
#665     1.012       0.033   0.017
#875     0.875       0.147   0.018
#1020    0.872       0.148   0.018
#1640    0.790       0.237   0.019
340     0.93       0.0   0.005
380     0.823       0.0   0.006
443     0.925       0.0   0.09
510     1.075       0.0   0.013
665     1.020       0.0   0.015
875     1.002       0.0   0.018
1020    1.010       0.0   0.016
1640    1.018       0.0   0.020
