0,305,340,380,412,443,510,610,625,665,694,750,765,875,940,1020,1245,1550,1640,0
3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.027141907398819222e-05,8.655746941403733583e-04,6.456054165217968129e-04,1.000000000000000000e+00,0.000000000000000000e+00,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.505000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.903165499669897466e-04,0.000000000000000000e+00,4.587800438304030608e-04,1.193590968572793383e-03,1.086122694051167362e-03,1.000000000000000000e+00,0.000000000000000000e+00,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.510000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.456570737790497096e-03,0.000000000000000000e+00,1.551153981659703172e-03,2.086723234253508481e-03,1.857066589665808034e-03,1.000000000000000000e+00,0.000000000000000000e+00,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.515000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.206171424925161703e-02,3.249165296814315786e-03,3.132477890726545738e-03,3.383849936647071940e-03,2.856770343722110899e-03,1.000000000000000000e+00,2.482546931837151792e-04,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.520000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.992757916669597729e-02,7.499559040242069485e-03,5.016326526550038585e-03,4.931088372141329175e-03,3.988114020876618211e-03,1.000000000000000000e+00,9.431721965056007878e-04,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.525000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.831103093311842372e-02,1.202628281207813316e-02,7.024228539125899722e-03,6.581045184831301083e-03,5.158159507379200120e-03,1.000000000000000000e+00,1.683093957675738063e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.530000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.650211350684873929e-02,1.644987165781106736e-02,8.986279610900673592e-03,8.193042342604324457e-03,6.278126395834700280e-03,1.000000000000000000e+00,2.406174875546499090e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.535000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.382284413759977154e-02,2.040646843424341259e-02,1.073924990694499065e-02,9.632524458384396360e-03,7.263094857762279928e-03,1.000000000000000000e+00,3.053113647040355417e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.540000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.962529719227410513e-02,2.354957288555643846e-02,1.212853832970734076e-02,1.077168453011514287e-02,8.032479259320917525e-03,1.000000000000000000e+00,3.567641846660506329e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.545000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.329276415946588435e-02,2.554816657874313043e-02,1.300543799550549218e-02,1.148774311253280243e-02,8.508952294265849717e-03,1.000000000000000000e+00,3.895932018440025069e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.550000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.423549862482628103e-02,2.608650487998261450e-02,1.322904570344612257e-02,1.166420178772961148e-02,8.619064487421479112e-03,1.000000000000000000e+00,3.986503327210891810e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.555000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.232168903187166958e-02,2.492561561656172348e-02,1.286071307009878893e-02,1.136604836978723047e-02,8.269765019354525029e-03,1.000000000000000000e+00,3.888624101458573561e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.818867212582663567e-02,2.231334048464874223e-02,1.211507272224223754e-02,1.077900040850521789e-02,7.498388434659100307e-03,1.000000000000000000e+00,3.698050952019213064e-03,nan,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
